player,key,status,skin_frac,cheek_r,cheek_g,cheek_b,cheek_lum,crown_r,crown_g,crown_b,crown_lum,mous_delta,chin_delta,jaw_delta,hair_above
Josiah Deguara,josiah deguara,ok,0.143,214,146,130,164.7,25,18,19,20.2,139.8,13.9,54.6,0.502
Michael Deiter,michael deiter,ok,0.158,228,167,159,184.3,58,46,32,48.0,6.1,85.6,16.7,0.029
Ryan Delaire,ryan delaire,no face,0.0,,,,,,,,,,,,
Dee Delaney,dee delaney,ok,0.1,141,102,89,112.2,32,31,32,31.4,47.7,84.6,77.4,0.967
Jake Delhomme,jake delhomme,ok,0.156,229,192,158,199.2,184,166,146,169.3,146.4,189.4,99.7,0.0
Tank Dell,tank dell,ok,0.139,174,100,58,117.3,15,13,12,13.5,40.2,-16.0,33.5,1.0
Garrett Dellinger,garrett dellinger,ok,0.141,234,174,147,188.9,13,7,4,8.5,86.5,2.5,77.6,0.511
Louis Delmas,louis delmas,no face,0.0,,,,,,,,,,,,
Curtis Deloatch,curtis deloatch,no face,0.0,,,,,,,,,,,,
Grant Delpit,grant delpit,ok,0.188,130,83,46,92.8,14,12,10,12.4,-20.7,-66.0,-29.5,0.386
Jamil Demby,jamil demby,ok,0.149,212,153,126,167.6,22,19,21,20.1,92.7,-4.4,6.5,0.933
Kenny Demens,kenny demens,no face,0.0,,,,,,,,,,,,
Jeff Demps,jeff demps,no face,0.0,,,,,,,,,,,,
Quintin Demps,quintin demps,no face,0.0,,,,,,,,,,,,
Will Demps,will demps,no face,0.0,,,,,,,,,,,,
Patrick Dendy,patrick dendy,no face,0.0,,,,,,,,,,,,
Chris Denman,chris denman,no face,0.0,,,,,,,,,,,,
Stephen Denmark,stephen denmark,ok,0.183,153,82,59,100.6,19,17,14,17.3,82.3,15.4,75.3,0.66
Alfonzo Dennard,alfonzo dennard,no face,0.0,,,,,,,,,,,,
Darqueze Dennard,darqueze dennard,ok,0.158,137,72,51,89.0,38,28,26,30.8,8.6,72.0,52.1,0.328
John Denney,john denney,ok,0.161,141,97,71,107.2,47,34,24,36.5,-26.0,31.1,44.8,0.21
Ryan Denney,ryan denney,no face,0.0,,,,,,,,,,,,
Derek Dennis,derek dennis,no face,0.0,,,,,,,,,,,,
Pat Dennis,pat dennis,no face,0.0,,,,,,,,,,,,
SirVocea Dennis,sirvocea dennis,ok,0.115,194,143,113,154.8,23,20,19,20.8,28.7,109.3,53.8,0.432
Akeem Dent,akeem dent,no face,0.0,,,,,,,,,,,,
A.J. Derby,aj derby,ok,0.198,196,130,105,146.9,76,41,27,49.9,-10.3,70.6,28.5,0.073
Pierre Desir,pierre desir,ok,0.154,123,87,66,95.4,23,23,17,22.3,18.0,17.8,55.8,0.484
Koy Detmer,koy detmer,no face,0.0,,,,,,,,,,,,
James Develin,james develin,ok,0.163,170,123,100,134.4,61,47,38,50.2,34.5,97.0,99.4,0.115
Jordan Devey,jordan devey,ok,0.206,214,147,125,164.5,122,92,74,98.9,-2.5,-1.6,-35.3,0.007
Pat Devlin,pat devlin,no face,0.0,,,,,,,,,,,,
MJ Devonshire,mj devonshire,ok,0.118,161,102,80,117.1,26,24,20,24.1,94.1,97.6,95.6,0.366
Gervon Dexter Sr.,gervon dexter,ok,0.153,146,92,72,105.6,17,16,14,16.1,72.5,28.0,79.4,0.493
John DiGiorgio,john digiorgio,no face,0.0,,,,,,,,,,,,
Christian DiLauro,christian dilauro,ok,0.124,237,169,142,186.3,39,34,30,35.0,24.6,82.4,54.8,0.46
Jayson DiManche,jayson dimanche,no face,0.0,,,,,,,,,,,,
Patrick DiMarco,patrick dimarco,ok,0.153,227,153,120,171.4,136,102,76,109.3,-19.0,-24.3,27.9,0.034
Ben DiNucci,ben dinucci,ok,0.117,251,176,162,196.8,33,29,26,29.9,121.0,72.5,20.6,0.961
Yaya Diaby,yaya diaby,ok,0.107,135,87,72,99.7,32,26,24,27.6,10.9,24.6,42.9,0.265
Marcellas Dial Jr.,marcellas dial,ok,0.111,112,70,57,81.2,50,41,37,43.2,-124.4,-15.6,26.6,0.183
Quinton Dial,quinton dial,no face,0.0,,,,,,,,,,,,
Lorenzo Diamond,lorenzo diamond,no face,0.0,,,,,,,,,,,,
Dorin Dickerson,dorin dickerson,no face,0.0,,,,,,,,,,,,
Landon Dickerson,landon dickerson,ok,0.135,215,142,128,162.2,110,102,101,104.3,1.1,103.4,34.5,0.065
Ed Dickson,ed dickson,ok,0.18,168,109,84,123.8,16,14,13,14.5,60.5,21.7,20.9,0.37
Michael Dickson,michael dickson,ok,0.174,204,158,136,169.2,57,46,37,48.3,-25.5,16.0,39.2,0.282
Xzavier Dickson,xzavier dickson,no face,0.0,,,,,,,,,,,,
Dahrran Diedrick,dahrran diedrick,no face,0.0,,,,,,,,,,,,
David Diehl,david diehl,no face,0.0,,,,,,,,,,,,
J.J Dielman,jj dielman,ok,0.17,239,183,160,197.1,44,25,19,29.8,131.1,35.5,78.7,0.078
Kris Dielman,kris dielman,no face,0.0,,,,,,,,,,,,
Ryan Diem,ryan diem,no face,0.0,,,,,,,,,,,,
Fadil Diggs,fadil diggs,ok,0.115,204,148,120,161.6,20,19,23,19.8,127.9,140.1,105.9,0.985
Na'il Diggs,nail diggs,no face,0.0,,,,,,,,,,,,
Quandre Diggs,quandre diggs,ok,0.171,171,123,82,132.7,21,22,17,21.1,107.4,11.8,43.9,0.442
Stefon Diggs,stefon diggs,ok,0.122,156,90,67,107.4,27,24,24,24.9,30.5,95.0,68.7,0.491
Trevon Diggs,trevon diggs,ok,0.111,104,71,56,79.2,24,23,19,22.8,36.0,23.4,50.1,0.745
Chimere Dike,chimere dike,ok,0.134,210,131,87,149.6,12,7,5,8.3,33.5,29.4,45.8,0.756
Marc Dile,marc dile,no face,0.0,,,,,,,,,,,,
Trent Dilfer,trent dilfer,ok,0.026,124,95,95,103.7,208,214,246,215.9,93.9,-92.6,-100.4,1.0
Ken Dilger,ken dilger,no face,0.0,,,,,,,,,,,,
Andre Dillard,andre dillard,ok,0.112,208,145,110,159.8,22,21,19,21.1,138.1,-5.2,35.1,0.918
Jarett Dillard,jarett dillard,no face,0.0,,,,,,,,,,,,
Phillip Dillard,phillip dillard,no face,0.0,,,,,,,,,,,,
AJ Dillon,aj dillon,ok,0.115,179,111,84,128.3,136,118,114,122.9,15.7,49.4,38.5,0.018
Brandon Dillon,brandon dillon,ok,0.165,251,188,165,204.2,64,47,38,51.0,6.8,71.1,18.4,0.114
Corey Dillon,corey dillon,no face,0.0,,,,,,,,,,,,
K.J. Dillon,kj dillon,no face,0.0,,,,,,,,,,,,
Victor Dimukeje,victor dimukeje,ok,0.096,128,69,53,84.8,11,11,10,10.9,71.7,29.7,29.3,0.997
Adrian Dingle,adrian dingle,no face,0.0,,,,,,,,,,,,
Darnell Dinkins,darnell dinkins,no face,0.0,,,,,,,,,,,,
Chris Dishman,chris dishman,no face,0.0,,,,,,,,,,,,
Will Dissly,will dissly,ok,0.158,221,172,160,185.3,118,96,85,101.3,21.7,84.8,123.5,0.048
Lamar Divens,lamar divens,no face,0.0,,,,,,,,,,,,
Ahmad Dixon,ahmad dixon,no face,0.0,,,,,,,,,,,,
Anthony Dixon,anthony dixon,no face,0.0,,,,,,,,,,,,
Antonio Dixon,antonio dixon,no face,0.0,,,,,,,,,,,,
Brandon Dixon,brandon dixon,no face,0.0,,,,,,,,,,,,
Brian Dixon,brian dixon,no face,0.0,,,,,,,,,,,,
David Dixon,david dixon,no face,0.0,,,,,,,,,,,,
Dennis Dixon,dennis dixon,no face,0.0,,,,,,,,,,,,
Kenneth Dixon,kenneth dixon,ok,0.172,130,79,59,91.8,51,40,36,42.8,7.0,70.7,71.3,0.274
Marcus Dixon,marcus dixon,no face,0.0,,,,,,,,,,,,
Riley Dixon,riley dixon,ok,0.116,188,148,142,158.9,122,113,111,115.5,-29.0,68.5,46.4,0.036
Tony Dixon,tony dixon,no face,0.0,,,,,,,,,,,,
Jordon Dizon,jordon dizon,no face,0.0,,,,,,,,,,,,
Gerrid Doaks,gerrid doaks,ok,0.14,213,138,94,155.4,58,48,48,51.0,59.0,130.0,121.5,0.115
J.K. Dobbins,jk dobbins,ok,0.141,145,88,54,101.2,30,23,17,24.4,4.5,79.3,53.6,0.172
Tim Dobbins,tim dobbins,no face,0.0,,,,,,,,,,,,
Demarcus Dobbs,demarcus dobbs,no face,0.0,,,,,,,,,,,,
Joshua Dobbs,joshua dobbs,ok,0.134,176,110,81,126.4,176,124,96,136.4,18.7,49.3,52.9,0.018
Aaron Dobson,aaron dobson,no face,0.0,,,,,,,,,,,,
Derrick Dockery,derrick dockery,no face,0.0,,,,,,,,,,,,
James Dockery,james dockery,no face,0.0,,,,,,,,,,,,
Kevin Dockery,kevin dockery,no face,0.0,,,,,,,,,,,,
Darnell Dockett,darnell dockett,no face,0.0,,,,,,,,,,,,
Josh Doctson,josh doctson,ok,0.19,227,156,116,172.7,14,6,5,8.3,22.1,124.6,38.6,0.468
Kevin Dodd,kevin dodd,no face,0.0,,,,,,,,,,,,
Matt Dodge,matt dodge,no face,0.0,,,,,,,,,,,,
Tyrel Dodson,tyrel dodson,ok,0.13,172,112,93,127.6,27,21,25,23.2,75.0,59.2,56.7,0.394
Chris Doering,chris doering,no face,0.0,,,,,,,,,,,,
Jason Doering,jason doering,no face,0.0,,,,,,,,,,,,
Michael Dogbe,michael dogbe,ok,0.154,125,90,80,99.3,32,27,27,28.5,44.1,52.0,56.9,0.289
Brandyn Dombrowski,brandyn dombrowski,no face,0.0,,,,,,,,,,,,
Ray Dominguez,ray dominguez,no face,0.0,,,,,,,,,,,,
Dylan Donahue,dylan donahue,ok,0.276,78,52,39,58.6,86,71,62,74.5,10.3,10.2,17.0,0.034
Aaron Donald,aaron donald,ok,0.144,226,177,145,188.0,48,41,42,43.2,74.3,89.9,96.0,0.431
Andrew Donnal,andrew donnal,ok,0.227,210,153,130,167.4,87,78,63,79.0,-13.1,-35.0,-0.9,0.094
Larry Donnell,larry donnell,no face,0.0,,,,,,,,,,,,
Kendall Donnerson,kendall donnerson,ok,0.144,221,143,105,162.0,24,21,18,21.6,30.6,81.4,61.6,0.613
Vontarrius Dora,vontarrius dora,ok,0.119,186,108,77,127.5,16,15,14,15.0,99.1,52.0,54.2,1.0
Jon Dorenbos,jon dorenbos,no face,0.0,,,,,,,,,,,,
Brandon Dorlus,brandon dorlus,ok,0.118,140,96,84,107.7,18,14,14,15.2,51.8,73.6,41.7,0.688
Myles Dorn,myles dorn,ok,0.155,177,103,57,119.9,16,10,8,11.6,43.9,40.0,32.7,0.743
Phillip Dorsett,phillip dorsett,ok,0.132,109,73,56,81.8,16,16,13,15.7,47.1,17.7,20.5,1.0
DeDe Dorsey,dede dorsey,no face,0.0,,,,,,,,,,,,
Glenn Dorsey,glenn dorsey,no face,0.0,,,,,,,,,,,,
Ken Dorsey,ken dorsey,no face,0.0,,,,,,,,,,,,
Kevin Dorsey,kevin dorsey,no face,0.0,,,,,,,,,,,,
Nat Dorsey,nat dorsey,no face,0.0,,,,,,,,,,,,
Greg Dortch,greg dortch,ok,0.069,110,68,58,79.5,21,19,19,19.6,-98.0,-35.3,8.2,0.838
Lorenzo Doss,lorenzo doss,ok,0.168,199,134,102,149.8,26,22,20,23.0,50.3,45.1,42.8,0.622
Mike Doss,mike doss,no face,0.0,,,,,,,,,,,,
Tandon Doss,tandon doss,no face,0.0,,,,,,,,,,,,
Demar Dotson,demar dotson,ok,0.244,54,45,39,47.0,26,15,11,17.8,-37.9,,-37.6,0.04
Jahan Dotson,jahan dotson,ok,0.144,155,102,84,115.7,55,46,43,48.3,82.8,52.6,44.6,0.136
Kevin Dotson,kevin dotson,ok,0.122,186,174,106,169.8,16,15,16,15.4,,,,0.009
Lionel Dotson,lionel dotson,no face,0.0,,,,,,,,,,,,
Romeo Doubs,romeo doubs,ok,0.099,136,91,71,102.2,19,17,17,17.6,60.2,89.6,87.9,0.598
Early Doucet,early doucet,no face,0.0,,,,,,,,,,,,
Brandon Doughty,brandon doughty,no face,0.0,,,,,,,,,,,,
Reed Doughty,reed doughty,no face,0.0,,,,,,,,,,,,
David Douglas,david douglas,no face,0.0,,,,,,,,,,,,
DeMario Douglas,demario douglas,ok,0.113,148,101,73,112.0,28,24,23,25.1,26.4,24.9,59.4,0.49
Dominic Douglas,dominic douglas,no face,0.0,,,,,,,,,,,,
Harry Douglas,harry douglas,no face,0.0,,,,,,,,,,,,
Hugh Douglas,hugh douglas,ok,0.191,151,108,86,118.3,154,155,160,155.3,50.4,104.9,87.4,0.373
Jamil Douglas,jamil douglas,ok,0.139,230,147,114,168.1,35,30,26,31.0,72.4,146.9,147.5,0.558
Marques Douglas,marques douglas,no face,0.0,,,,,,,,,,,,
Rasul Douglas,rasul douglas,ok,0.137,192,140,116,152.8,46,43,44,44.0,-4.8,78.3,48.6,0.383
Robert Douglas,robert douglas,no face,0.0,,,,,,,,,,,,
Leger Douzable,leger douzable,no face,0.0,,,,,,,,,,,,
Andrew Dowell,andrew dowell,ok,0.12,192,118,82,136.2,28,24,19,24.6,10.6,119.1,116.6,0.379
Colton Dowell,colton dowell,ok,0.189,147,100,77,111.4,17,14,12,14.7,-11.0,-18.8,12.2,0.832
Jonathan Dowling,jonathan dowling,no face,0.0,,,,,,,,,,,,
Ras-I Dowling,ras i dowling,no face,0.0,,,,,,,,,,,,
Eric Downing,eric downing,no face,0.0,,,,,,,,,,,,
Devante Downs,devante downs,ok,0.161,233,174,141,187.6,22,16,14,17.6,97.5,34.2,61.5,0.442
Josh Downs,josh downs,ok,0.14,190,137,107,149.4,23,22,22,22.3,50.6,28.8,74.3,0.686
Marcus Dowtin,marcus dowtin,no face,0.0,,,,,,,,,,,,
Jack Doyle,jack doyle,ok,0.154,222,189,183,198.2,44,39,38,40.4,115.7,145.0,149.6,0.505
Tommy Doyle,tommy doyle,ok,0.129,196,142,127,156.6,102,84,80,88.8,-19.5,-4.5,-24.8,0.042
Dakota Dozier,dakota dozier,ok,0.158,221,150,117,167.5,14,11,9,11.7,148.8,23.7,68.8,0.474
Chris Draft,chris draft,no face,0.0,,,,,,,,,,,,
Kenyan Drake,kenyan drake,ok,0.117,126,74,55,87.4,22,24,29,24.0,35.7,-14.1,27.5,1.0
Spencer Drango,spencer drango,ok,0.172,216,165,143,177.6,94,74,63,78.7,17.9,132.4,126.3,0.071
Shaun Draughn,shaun draughn,no face,0.0,,,,,,,,,,,,
Jim Dray,jim dray,no face,0.0,,,,,,,,,,,,
Joel Dreessen,joel dreessen,no face,0.0,,,,,,,,,,,,
Justin Drescher,justin drescher,no face,0.0,,,,,,,,,,,,
Davon Drew,davon drew,no face,0.0,,,,,,,,,,,,
Jack Driscoll,jack driscoll,ok,0.04,206,169,163,179.4,29,27,27,27.6,12.1,-20.8,-3.6,0.337
Jeff Driskel,jeff driskel,ok,0.171,180,139,119,149.0,55,45,32,46.5,-11.0,66.0,36.5,0.08
Donald Driver,donald driver,no face,0.0,,,,,,,,,,,,
Reuben Droughns,reuben droughns,no face,0.0,,,,,,,,,,,,
Eddie Drummond,eddie drummond,no face,0.0,,,,,,,,,,,,
Kurtis Drummond,kurtis drummond,ok,0.186,212,145,109,160.9,32,29,31,30.1,78.1,108.4,104.5,0.574
Grant DuBose,grant dubose,ok,0.109,132,88,67,98.8,20,19,18,19.2,70.6,62.0,50.5,1.0
Thomas Duarte,thomas duarte,ok,0.131,208,145,111,160.0,8,5,3,5.7,16.8,114.5,68.8,0.541
B.J. Dubose,bj dubose,no face,0.0,,,,,,,,,,,,
Vladimir Ducasse,vladimir ducasse,ok,0.132,122,85,69,94.2,9,7,9,7.8,81.5,-18.5,21.4,0.688
Damane Duckett,damane duckett,no face,0.0,,,,,,,,,,,,
T.J. Duckett,tj duckett,no face,0.0,,,,,,,,,,,,
Tim Duckworth,tim duckworth,no face,0.0,,,,,,,,,,,,
Rickey Dudley,rickey dudley,no face,0.0,,,,,,,,,,,,
Jeff Dugan,jeff dugan,no face,0.0,,,,,,,,,,,,
Max Duggan,max duggan,ok,0.165,224,179,172,191.7,182,176,172,177.7,-7.0,15.0,44.2,0.001
Kyle Dugger,kyle dugger,ok,0.117,183,115,83,131.7,21,19,20,19.7,90.8,43.6,92.9,0.67
Greg Dulcich,greg dulcich,ok,0.196,231,165,135,181.3,190,184,183,185.2,10.2,-21.7,114.4,0.045
Ashton Dulin,ashton dulin,ok,0.084,116,81,77,91.0,17,17,18,17.1,55.3,67.9,49.1,1.0
Elvis Dumervil,elvis dumervil,no face,0.0,,,,,,,,,,,,
Jo-Lonn Dunbar,jo lonn dunbar,no face,0.0,,,,,,,,,,,,
LaTarence Dunbar,latarence dunbar,no face,0.0,,,,,,,,,,,,
Lance Dunbar,lance dunbar,no face,0.0,,,,,,,,,,,,
Quinton Dunbar,quinton dunbar,ok,0.108,213,138,102,156.7,28,26,26,26.4,40.3,94.0,63.4,1.0
Jaelyn Duncan,jaelyn duncan,ok,0.115,119,75,54,85.8,18,16,15,16.5,25.6,79.5,77.8,0.658
Jamie Duncan,jamie duncan,no face,0.0,,,,,,,,,,,,
Jessamen Dunker,jessamen dunker,no face,0.0,,,,,,,,,,,,
Carlos Dunlap,carlos dunlap,ok,0.161,188,141,104,150.8,31,31,24,30.2,67.4,102.6,89.1,0.461
King Dunlap,king dunlap,no face,0.0,,,,,,,,,,,,
Brandon Dunn,brandon dunn,ok,0.162,180,124,97,137.7,41,37,39,38.4,102.1,39.5,74.8,0.561
Isaiah Dunn,isaiah dunn,ok,0.14,247,172,139,190.7,24,21,19,21.7,13.5,146.9,150.2,0.542
Jason Dunn,jason dunn,no face,0.0,,,,,,,,,,,,
Jon Dunn,jon dunn,no face,0.0,,,,,,,,,,,,
Michael Dunn,michael dunn,ok,0.188,197,138,120,153.6,19,13,10,14.5,-50.3,-20.3,-28.0,0.235
Warrick Dunn,warrick dunn,no face,0.0,,,,,,,,,,,,
Drake Dunsmore,drake dunsmore,no face,0.0,,,,,,,,,,,,
Malachi Dupre,malachi dupre,ok,0.161,160,101,62,114.2,25,15,8,17.2,17.8,69.1,47.6,0.324
Bud Dupree,bud dupree,ok,0.098,198,136,118,152.8,26,24,30,25.3,54.6,139.5,131.5,0.728
Travin Dural,travin dural,ok,0.191,188,111,75,129.9,7,5,4,5.5,33.5,44.8,69.5,0.396
Ryan Durand,ryan durand,no face,0.0,,,,,,,,,,,,
Cobie Durant,cobie durant,ok,0.141,172,106,82,123.0,36,29,26,30.8,51.1,25.5,43.1,0.281
Justin Durant,justin durant,no face,0.0,,,,,,,,,,,,
Yasir Durant,yasir durant,ok,0.14,179,120,95,134.8,29,26,26,26.9,76.2,3.7,38.3,0.934
Kris Durham,kris durham,no face,0.0,,,,,,,,,,,,
Payne Durham,payne durham,ok,0.139,210,159,152,173.5,53,45,42,47.0,35.7,91.8,110.9,0.132
Devin Duvernay,devin duvernay,ok,0.114,188,133,106,146.4,23,22,22,22.3,111.4,121.2,84.4,0.395
Laurent Duvernay-Tardif,laurent duvernay tardif,ok,0.119,196,133,112,149.3,18,15,11,15.4,130.8,-85.7,119.3,0.524
Dusty Dvoracek,dusty dvoracek,no face,0.0,,,,,,,,,,,,
Ross Dwelley,ross dwelley,ok,0.151,165,132,115,139.9,76,63,54,65.9,-29.9,-5.5,13.8,0.064
Tim Dwight,tim dwight,no face,0.0,,,,,,,,,,,,
Michael Dwumfour,michael dwumfour,ok,0.116,132,96,74,104.2,36,33,29,33.4,-9.7,80.1,76.3,0.537
Jonathan Dwyer,jonathan dwyer,no face,0.0,,,,,,,,,,,,
Tony Dye,tony dye,no face,0.0,,,,,,,,,,,,
Donteea Dye,donteea dye,no face,0.0,,,,,,,,,,,,
Troy Dye,troy dye,ok,0.122,218,163,142,177.1,11,10,13,10.6,158.5,55.0,51.5,0.869
Zac Dysert,zac dysert,no face,0.0,,,,,,,,,,,,
Andre Dyson,andre dyson,no face,0.0,,,,,,,,,,,,
Nick Dzubnar,nick dzubnar,ok,0.188,193,144,129,156.9,52,45,39,46.4,9.0,67.0,49.4,0.238
Biren Ealy,biren ealy,no face,0.0,,,,,,,,,,,,
Kony Ealy,kony ealy,ok,0.17,187,123,94,138.8,15,13,8,13.0,45.6,97.2,48.4,0.988
Glenn Earl,glenn earl,no face,0.0,,,,,,,,,,,,
Dominique Easley,dominique easley,ok,0.192,149,100,82,112.6,39,36,36,36.9,59.5,6.2,22.2,0.548
Marcus Easley,marcus easley,no face,0.0,,,,,,,,,,,,
Doug Easlick,doug easlick,no face,0.0,,,,,,,,,,,,
Jacob Eason,jacob eason,ok,0.153,200,166,157,175.1,65,54,50,56.8,-26.3,19.0,61.3,0.109
Nick Eason,nick eason,no face,0.0,,,,,,,,,,,,
Nick Easton,nick easton,ok,0.148,226,162,134,177.9,132,107,92,112.8,-7.4,119.4,82.6,0.0
Omar Easy,omar easy,no face,0.0,,,,,,,,,,,,
Chad Eaton,chad eaton,no face,0.0,,,,,,,,,,,,
Dominik Eberle,dominik eberle,ok,0.178,195,152,135,162.9,22,16,10,17.1,-3.5,48.7,42.6,0.341
Jeremy Ebert,jeremy ebert,no face,0.0,,,,,,,,,,,,
Arnold Ebiketie,arnold ebiketie,ok,0.124,126,79,61,90.9,11,9,9,9.6,50.2,72.9,66.7,0.569
Nate Ebner,nate ebner,ok,0.14,235,172,154,188.8,29,27,24,27.3,98.3,88.8,91.6,0.285
Trestan Ebner,trestan ebner,ok,0.192,227,168,133,181.9,28,20,17,22.0,96.9,69.5,63.8,0.258
Justin Eboigbe,justin eboigbe,ok,0.095,205,144,126,160.2,10,9,13,9.8,126.0,135.0,108.9,0.313
Eric Ebron,eric ebron,ok,0.121,202,126,88,144.2,31,25,24,26.7,42.3,126.1,118.1,0.244
Samson Ebukam,samson ebukam,ok,0.114,147,105,91,116.0,22,18,18,19.2,88.1,70.3,66.0,0.275
Adimchinobe Echemandu,adimchinobe echemandu,no face,0.0,,,,,,,,,,,,
Brandin Echols,brandin echols,ok,0.128,180,132,109,143.7,26,25,27,25.5,54.8,60.2,73.6,1.0
Kyle Eckel,kyle eckel,no face,0.0,,,,,,,,,,,,
Tyler Ecker,tyler ecker,no face,0.0,,,,,,,,,,,,
Andrew Economos,andrew economos,no face,0.0,,,,,,,,,,,,
A.J. Edds,aj edds,no face,0.0,,,,,,,,,,,,
Kasim Edebali,kasim edebali,no face,0.0,,,,,,,,,,,,
Julian Edelman,julian edelman,ok,0.114,200,146,143,161.8,45,37,36,39.3,8.5,88.5,111.1,0.294
Paul Edinger,paul edinger,no face,0.0,,,,,,,,,,,,
Cornelius Edison,cornelius edison,ok,0.163,194,126,86,141.8,25,19,19,20.8,107.5,64.3,79.4,0.774
Dominique Edison,dominique edison,no face,0.0,,,,,,,,,,,,
Chase Edmonds,chase edmonds,ok,0.133,149,106,80,115.9,34,31,28,31.6,90.7,36.0,10.7,0.171
Tremaine Edmunds,tremaine edmunds,ok,0.127,203,127,97,146.3,40,37,35,37.7,115.6,4.2,37.8,0.313
Terrell Edmunds,terrell edmunds,ok,0.134,138,92,58,101.7,43,40,35,40.3,-43.5,51.7,47.8,0.135
Trey Edmunds,trey edmunds,ok,0.128,130,83,54,93.7,64,73,74,70.4,72.1,2.2,29.9,0.999
Chuma Edoga,chuma edoga,ok,0.1,182,124,99,138.5,9,8,12,8.8,57.8,130.9,127.9,0.471
Antuan Edwards,antuan edwards,no face,0.0,,,,,,,,,,,,
Armanti Edwards,armanti edwards,no face,0.0,,,,,,,,,,,,
Braylon Edwards,braylon edwards,no face,0.0,,,,,,,,,,,,
Bryan Edwards,bryan edwards,ok,0.152,164,103,77,118.3,24,21,18,21.6,30.5,17.3,66.0,0.629
David Edwards,david edwards,ok,0.15,175,126,121,140.1,176,167,162,169.1,-13.4,75.0,59.2,0.008
Donnie Edwards,donnie edwards,no face,0.0,,,,,,,,,,,,
Dovonte Edwards,dovonte edwards,no face,0.0,,,,,,,,,,,,
Dwan Edwards,dwan edwards,no face,0.0,,,,,,,,,,,,
Eric Edwards,eric edwards,no face,0.0,,,,,,,,,,,,
Kadeem Edwards,kadeem edwards,ok,0.196,146,82,49,97.4,22,18,11,18.4,36.6,-1.2,20.9,0.585
Kalimba Edwards,kalimba edwards,no face,0.0,,,,,,,,,,,,
Lavar Edwards,lavar edwards,no face,0.0,,,,,,,,,,,,
Marc Edwards,marc edwards,no face,0.0,,,,,,,,,,,,
Mario Edwards,mario edwards,no face,0.0,,,,,,,,,,,,
Mike Edwards,mike edwards,ok,0.08,142,64,34,83.7,17,14,13,14.8,67.1,-133.0,67.3,0.413
Ray Edwards,ray edwards,no face,0.0,,,,,,,,,,,,
Ron Edwards,ron edwards,no face,0.0,,,,,,,,,,,,
Steve Edwards,steve edwards,no face,0.0,,,,,,,,,,,,
T.J. Edwards,tj edwards,ok,0.15,211,140,102,156.9,29,22,19,23.8,100.1,25.5,60.8,0.449
Trent Edwards,trent edwards,no face,0.0,,,,,,,,,,,,
Troy Edwards,troy edwards,no face,0.0,,,,,,,,,,,,
Clyde Edwards-Helaire,clyde edwards helaire,ok,0.089,70,51,44,55.9,26,27,31,27.2,-25.1,-63.3,-22.3,0.999
Pannel Egboh,pannel egboh,no face,0.0,,,,,,,,,,,,
Emeka Egbuka,emeka egbuka,ok,0.118,203,154,135,166.5,11,10,11,10.4,141.6,55.8,64.7,0.911
Emeke Egbule,emeke egbule,ok,0.137,219,154,116,169.1,25,23,24,23.7,119.0,150.7,151.3,0.399
Michael Egnew,michael egnew,no face,0.0,,,,,,,,,,,,
Parker Ehinger,parker ehinger,ok,0.15,218,158,140,173.7,42,32,22,33.9,53.9,125.6,136.6,0.144
Sam Ehlinger,sam ehlinger,ok,0.167,226,146,128,167.6,29,16,8,19.0,-4.4,3.8,0.9,0.316
Liam Eichenberg,liam eichenberg,ok,0.145,224,189,184,198.9,124,98,88,104.9,48.6,115.8,79.8,0.037
Tommy Eichenberg,tommy eichenberg,ok,0.166,206,149,136,164.6,84,64,50,68.2,34.6,11.3,66.3,0.039
Tyler Eifert,tyler eifert,ok,0.179,196,133,109,149.0,74,64,55,66.0,-11.9,23.8,72.0,0.179
Milo Eifler,milo eifler,ok,0.115,136,102,86,110.3,43,41,43,41.8,45.4,98.7,92.6,0.229
Dieter Eiselen,dieter eiselen,ok,0.15,194,152,138,163.1,50,39,37,42.1,19.6,-15.2,0.2,0.211
Duke Ejiofor,duke ejiofor,ok,0.178,141,95,79,106.9,32,27,25,28.3,85.5,-4.7,26.7,0.558
Isaiah Ekejiuba,isaiah ekejiuba,no face,0.0,,,,,,,,,,,,
Austin Ekeler,austin ekeler,ok,0.145,182,132,98,143.1,127,90,62,97.9,37.5,46.5,65.1,0.031
Ifo Ekpre-Olomu,ifo ekpre olomu,no face,0.0,,,,,,,,,,,,
Daniel Ekuale,daniel ekuale,ok,0.112,217,152,125,168.4,14,11,10,11.8,82.3,151.8,149.0,0.202
Ebenezer Ekuban,ebenezer ekuban,no face,0.0,,,,,,,,,,,,
Ikem Ekwonu,ikem ekwonu,ok,0.086,92,69,63,75.3,26,25,24,25.2,-26.5,49.2,44.1,1.0
Abram Elam,abram elam,no face,0.0,,,,,,,,,,,,
Jason Elam,jason elam,no face,0.0,,,,,,,,,,,,
Kaiir Elam,kaiir elam,ok,0.14,100,61,55,72.0,22,21,20,21.2,-1.2,34.2,25.8,1.0
Matt Elam,matt elam,no face,0.0,,,,,,,,,,,,
Corn Elder,corn elder,ok,0.195,200,134,99,149.7,28,21,19,22.7,133.9,68.5,126.7,0.356
Jake Eldrenkamp,jake eldrenkamp,ok,0.173,200,177,174,183.5,66,57,53,59.2,-16.0,17.9,5.6,0.116
Brody Eldridge,brody eldridge,no face,0.0,,,,,,,,,,,,
