name,TGID,pos,skin,fam,variant,hairfam,appearance
Vince Albritton,11,S,0,3,a,1,"['Head3a', 'Eyes1d', 'Hair1h', 'Beard1f2', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ralf Mojsienjenko,8,P,0,1,a,3,"['Head1a', 'Eyes1a', 'Hair3a', 'Beard3b', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Tom Baugh,9,C,0,3,b,1,"['Head3b', 'Eyes1e', 'Hair1s', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Bryan Millard,28,OG,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1a', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Adam Lingner,9,C,0,2,b,3,"['Head2b', 'Eyes1b', 'Hair3i', 'Beard3f2', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Garcia Lane,9,CB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1o', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
J.C. Pearson,9,CB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1h', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Sherman Cocroft,9,CB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1r1', 'Beard1f1', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Kevin Ross,9,CB,1,3,a,3,"['Head3a', 'Eyes1c', 'Hair3h', 'Beard3e', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bill Maas,9,DT,0,3,b,1,"['Head3b', 'Eyes1b', 'Hair1p', 'Beard1a', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Gary Baldinger,9,DT,1,4,b,1,"['Head4b', 'Eyes1d', 'Hair1a', 'Beard1f1', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Leonard Griffin,9,DT,1,3,b,1,"['Head3b', 'Eyes1a', 'Hair1r2', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mike Pruitt,9,RB,1,3,c,1,"['Head3c', 'Eyes1a', 'Hair1j', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Angelo James,9,S,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1f', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Deron Cherry,9,S,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1a', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Herman Heard,9,RB,1,5,a,1,"['Head5a', 'Eyes1c', 'Hair1b', 'Beard1d', 'Eyebrows1a', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes2']"
Jim Wilks,27,DE,1,3,b,3,"['Head3b', 'Eyes1d', 'Hair3i', 'Beard3a', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bruce King,9,RB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1j', 'Beard1f1', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Rich Umphrey,17,C,0,2,b,3,"['Head2b', 'Eyes1c', 'Hair3f', 'Beard3g', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Nick Lowery,9,K,0,3,c,3,"['Head3c', 'Eyes1a', 'Hair3g', 'Beard3d', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Art Still,9,DE,0,1,c,1,"['Head1c', 'Eyes1d', 'Hair1c', 'Beard1d', 'Eyebrows1a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Brian Jozwiak,9,OG,0,2,b,3,"['Head2b', 'Eyes1c', 'Hair3a', 'Beard3d', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Gary Spani,9,MLB,1,3,c,1,"['Head3c', 'Eyes1b', 'Hair1o', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Louis Cooper,9,OLB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1n', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
John Alt,9,OT,0,2,b,3,"['Head2b', 'Eyes1e', 'Hair3f', 'Beard3f1', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Rich Baldinger,9,OT,0,1,b,1,"['Head1b', 'Eyes1d', 'Hair1d', 'Beard1d', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Sam Seale,23,CB,0,3,a,3,"['Head3a', 'Eyes1e', 'Hair3g', 'Beard3e', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Whitney Paul,9,MLB,1,3,c,1,"['Head3c', 'Eyes1a', 'Hair1h', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Scott Radecic,9,MLB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1s', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Lewis Colbert,9,P,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1q', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bill Kenney,9,QB,0,3,c,1,"['Head3c', 'Eyes1d', 'Hair1e', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Frank Seurer,9,QB,0,2,a,3,"['Head2a', 'Eyes1d', 'Hair3b', 'Beard3g', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Jeff Van Note,14,C,0,3,c,1,"['Head3c', 'Eyes1e', 'Hair1s', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Todd Blackledge,9,QB,0,3,a,1,"['Head3a', 'Eyes1a', 'Hair1s', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Eric Holle,9,DE,1,3,b,1,"['Head3b', 'Eyes1a', 'Hair1d', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kit Lathrop,9,DE,1,4,c,1,"['Head4c', 'Eyes1a', 'Hair1r2', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Jim Rourke,9,OG,0,2,b,3,"['Head2b', 'Eyes1d', 'Hair3g', 'Beard3e', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Thorton Chandler,11,TE,1,3,a,1,"['Head3a', 'Eyes1b', 'Hair1f', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
David Croudip,14,CB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1b', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Aaron Pearson,9,OLB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1d', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Tim Cofield,9,OLB,1,4,a,3,"['Head4a', 'Eyes1b', 'Hair3j', 'Beard3g', 'Eyebrows3b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Dave Lutz,9,OT,0,3,b,3,"['Head3b', 'Eyes1b', 'Hair3h', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Arthur Cox,14,TE,1,3,b,1,"['Head3b', 'Eyes1a', 'Hair1f', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Lloyd Burruss,9,S,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1j', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mark Robinson,9,S,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1g', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Fred Cornwell,11,TE,1,2,a,3,"['Head2a', 'Eyes1d', 'Hair3h', 'Beard3b', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Walt Arnold,9,TE,1,3,a,5,"['Head3a', 'Eyes1c', 'Hair5e', 'Beard5d', 'Eyebrows5b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Mike Kenn,14,OT,0,2,d,4,"['Head2d', 'Eyes1b', 'Hair4f', 'Beard4f1', 'Eyebrows4b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Paul Coffman,9,TE,0,1,c,3,"['Head1c', 'Eyes1b', 'Hair3c', 'Beard3b', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Emile Harry,9,WR,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1p', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Anthony Hancock,9,WR,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1d', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Bill Fralic,14,OG,0,3,b,3,"['Head3b', 'Eyes1c', 'Hair3h', 'Beard3a', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Carlos Carson,9,WR,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1b', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Dennis Woodberry,14,CB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1r1', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Stephone Paige,9,WR,1,1,a,3,"['Head1a', 'Eyes1d', 'Hair3j', 'Beard3g', 'Eyebrows3a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Henry Marshall,9,WR,1,4,c,1,"['Head4c', 'Eyes1c', 'Hair1b', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Rick Donnally,9,C,0,1,b,3,"['Head1b', 'Eyes1c', 'Hair3a', 'Beard3g', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Brad Budde,9,OG,1,4,b,1,"['Head4b', 'Eyes1c', 'Hair1h', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Boyce Green,9,RB,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1h', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Jonathan Hayes,9,TE,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1k', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Irv Eatman,9,OT,1,5,b,1,"['Head5b', 'Eyes1e', 'Hair1e', 'Beard1f1', 'Eyebrows1a', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes2']"
Mark Adickes,9,OG,0,1,b,3,"['Head1b', 'Eyes1c', 'Hair3h', 'Beard3e', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Pete Koch,9,DE,1,3,b,3,"['Head3b', 'Eyes1d', 'Hair3g', 'Beard3a', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Albert Lewis,9,CB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1j', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Eugene Daniel,10,CB,0,3,a,1,"['Head3a', 'Eyes1e', 'Hair1h', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ray Donaldson,10,C,1,3,b,1,"['Head3b', 'Eyes1a', 'Hair1i', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jon Hand,10,DE,1,3,b,3,"['Head3b', 'Eyes1d', 'Hair3g', 'Beard3g', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Mike Sherrard,11,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1h', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Don Bailey,10,C,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1c', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Pat Ballage,10,CB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1m', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Gordon Banks,11,WR,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1r2', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Pat Beach,10,TE,1,3,a,3,"['Head3a', 'Eyes1b', 'Hair3k', 'Beard3g', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Chris Hinton,10,OT,1,3,b,1,"['Head3b', 'Eyes1a', 'Hair1p', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Ron Solt,10,OG,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jeff Bryant,28,DE,1,3,b,1,"['Head3b', 'Eyes1e', 'Hair1r1', 'Beard1c', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Preston Davis,10,CB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1s', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Dexter Clinkscale,10,CB,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1d', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Leonard Coleman,10,CB,1,3,a,3,"['Head3a', 'Eyes1d', 'Hair3g', 'Beard3g', 'Eyebrows3b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
John Haines,10,DT,2,3,b,1,"['Head3b', 'Eyes1d', 'Hair1s', 'Beard1d', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Oliver Williams,10,WR,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1a', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Will Grant,21,C,0,1,d,2,"['Head1d', 'Eyes1c', 'Hair2k', 'Beard2f1', 'Eyebrows2b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Jeff Fuller,15,CB,0,2,a,3,"['Head2a', 'Eyes1e', 'Hair3b', 'Beard3g', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Robbie Martin,10,WR,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1i', 'Beard1g', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes2']"
Bill Brooks,10,WR,1,1,a,3,"['Head1a', 'Eyes1e', 'Hair3l', 'Beard3a', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Matt Bouza,10,WR,1,3,a,3,"['Head3a', 'Eyes1c', 'Hair3b', 'Beard3b', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Karl Powe,11,WR,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1l', 'Beard1g', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Ron Caron,10,OG,0,3,b,1,"['Head3b', 'Eyes1b', 'Hair1e', 'Beard1c', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Randy McMillan,10,RB,1,3,a,3,"['Head3a', 'Eyes1e', 'Hair3h', 'Beard3g', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Willie Broughton,10,DT,1,4,b,1,"['Head4b', 'Eyes1b', 'Hair1l', 'Beard1a', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Scott Kellar,10,DT,1,4,b,1,"['Head4b', 'Eyes1c', 'Hair1m', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Albert Bentley,10,RB,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1n', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
John Holt,10,S,1,4,a,1,"['Head4a', 'Eyes1d', 'Hair1i', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Dwight Hicks,10,S,1,4,c,1,"['Head4c', 'Eyes1e', 'Hair1f', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jim Romano,30,C,0,1,b,3,"['Head1b', 'Eyes1b', 'Hair3a', 'Beard3g', 'Eyebrows3b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Dan Turk,29,C,0,3,b,1,"['Head3b', 'Eyes1a', 'Hair1r1', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
George Wonsley,10,RB,1,4,a,3,"['Head4a', 'Eyes1d', 'Hair3e', 'Beard3e', 'Eyebrows3a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Hubie Oliver,10,RB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1r2', 'Beard1d', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Gary Hogeboom,10,QB,0,3,a,1,"['Head3a', 'Eyes1d', 'Hair1r2', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Blair Kiel,10,QB,0,3,a,1,"['Head3a', 'Eyes1a', 'Hair1k', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jack Trudeau,10,QB,0,2,a,3,"['Head2a', 'Eyes1c', 'Hair3h', 'Beard3b', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Randy Cross,15,OG,0,3,c,2,"['Head3c', 'Eyes1b', 'Hair2h', 'Beard2g', 'Eyebrows2b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Harvey Armstrong,10,DE,1,4,b,1,"['Head4b', 'Eyes1e', 'Hair1h', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Scott Virkus,10,DE,1,4,b,1,"['Head4b', 'Eyes1a', 'Hair1h', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Mark Kirchner,10,OG,0,1,b,2,"['Head1b', 'Eyes1e', 'Hair2k', 'Beard2e', 'Eyebrows2a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes2']"
Tony Hill,11,WR,1,4,c,1,"['Head4c', 'Eyes1b', 'Hair1h', 'Beard1a', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Barry Krauss,10,OLB,0,2,a,3,"['Head2a', 'Eyes1d', 'Hair3a', 'Beard3d', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Duane Bickett,10,OLB,1,3,a,3,"['Head3a', 'Eyes1a', 'Hair3a', 'Beard3f2', 'Eyebrows3a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Kevin Call,10,OT,0,2,b,3,"['Head2b', 'Eyes1a', 'Hair3f', 'Beard3a', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Nesby Glasgow,10,S,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1n', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Victor Jackson,10,S,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1h', 'Beard1f2', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mark Boyer,10,TE,1,4,a,1,"['Head4a', 'Eyes1e', 'Hair1g', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Tim Sherwin,10,TE,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1b', 'Beard1g', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Duane Galloway,19,CB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1s', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Wayne Capers,10,WR,1,5,a,1,"['Head5a', 'Eyes1d', 'Hair1h', 'Beard1b', 'Eyebrows1a', 'Nose5a', 'Mouth5a', 'Glasses1e', 'Clothes1']"
Dean Biasucci,10,K,0,1,a,2,"['Head1a', 'Eyes1d', 'Hair2h', 'Beard2g', 'Eyebrows2a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Donnell Thompson,10,DE,1,4,b,5,"['Head4b', 'Eyes1b', 'Hair5c', 'Beard5d', 'Eyebrows5a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes2']"
Ben Utt,10,OG,0,3,b,1,"['Head3b', 'Eyes1a', 'Hair1l', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Orlando Lowry,10,MLB,1,4,a,1,"['Head4a', 'Eyes1a', 'Hair1s', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Johnie Cooks,10,OLB,1,3,a,1,"['Head3a', 'Eyes1c', 'Hair1i', 'Beard1f2', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Karl Baldschwiler,10,OT,0,3,d,1,"['Head3d', 'Eyes1c', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Bob Brotzki,10,OT,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1k', 'Beard1g', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Dave Ahrens,10,MLB,1,3,a,1,"['Head3a', 'Eyes1e', 'Hair1h', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Cliff Odom,10,MLB,1,3,a,1,"['Head3a', 'Eyes1d', 'Hair1e', 'Beard1e', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Ron Stark,10,P,0,2,a,3,"['Head2a', 'Eyes1b', 'Hair3i', 'Beard3a', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Rafael Septian,11,K,0,3,c,1,"['Head3c', 'Eyes1b', 'Hair1e', 'Beard1a', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Too Tall Jones,11,DE,1,3,d,1,"['Head3d', 'Eyes1c', 'Hair1e', 'Beard1d', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Nate Newton,11,OG,1,4,b,1,"['Head4b', 'Eyes1b', 'Hair1e', 'Beard1e', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mike Kelley,25,OG,0,3,b,1,"['Head3b', 'Eyes1d', 'Hair1d', 'Beard1b', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Jesse Penn,11,OLB,1,4,a,1,"['Head4a', 'Eyes1b', 'Hair1f', 'Beard1e', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Mike Hegman,11,OLB,1,4,c,1,"['Head4c', 'Eyes1a', 'Hair1s', 'Beard1b', 'Eyebrows1a', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Howard Richards,11,OT,1,4,b,1,"['Head4b', 'Eyes1c', 'Hair1b', 'Beard1d', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Jim Cooper,11,OT,0,3,d,1,"['Head3d', 'Eyes1d', 'Hair1q', 'Beard1b', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Steve DeOssie,11,MLB,1,4,a,1,"['Head4a', 'Eyes1c', 'Hair1c', 'Beard1c', 'Eyebrows1b', 'Nose4a', 'Mouth4a', 'Glasses1e', 'Clothes1']"
Brian Salonen,11,MLB,0,1,a,2,"['Head1a', 'Eyes1c', 'Hair2i', 'Beard2g', 'Eyebrows2a', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Mike Saxon,11,P,0,1,a,1,"['Head1a', 'Eyes1b', 'Hair1c', 'Beard1c', 'Eyebrows1b', 'Nose1a', 'Mouth1a', 'Glasses1e', 'Clothes1']"
Danny White,11,QB,0,2,c,3,"['Head2c', 'Eyes1c', 'Hair3j', 'Beard3c', 'Eyebrows3b', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes2']"
Reggie Collier,11,QB,0,2,a,3,"['Head2a', 'Eyes1b', 'Hair3j', 'Beard3g', 'Eyebrows3a', 'Nose2a', 'Mouth2a', 'Glasses1e', 'Clothes1']"
Donald Brown,12,CB,1,3,a,1,"['Head3a', 'Eyes1a', 'Hair1s', 'Beard1c', 'Eyebrows1b', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
Steve Pelluer,11,QB,0,3,a,1,"['Head3a', 'Eyes1a', 'Hair1e', 'Beard1f1', 'Eyebrows1a', 'Nose3a', 'Mouth3a', 'Glasses1e', 'Clothes1']"
