Team,Position,Name,OverallRating,JerseyNum,Archetype,_Description,SpeedRating,AccelerationRating,StrengthRating,AgilityRating,AwarenessRating,CatchingRating,CarryingRating,ThrowPowerRating,KickPowerRating,KickAccuracyRating,RunBlockRating,PassBlockRating,TackleRating,BreakTackleRating,JumpingRating,KickReturnRating,InjuryRating,StaminaRating,ToughnessRating,TruckingRating,ChangeOfDirectionRating,BCVisionRating,StiffArmRating,SpinMoveRating,JukeMoveRating,ImpactBlockingRating,RunBlockPowerRating,RunBlockFinesseRating,PassBlockPowerRating,PassBlockFinesseRating,LeadBlockRating,BreakSackRating,ThrowUnderPressureRating,PowerMovesRating,FinesseMovesRating,BlockSheddingRating,PursuitRating,PlayRecognitionRating,ManCoverageRating,ZoneCoverageRating,RunningStyleRating,SpectacularCatchRating,CatchInTrafficRating,ShortRouteRunningRating,MediumRouteRunningRating,DeepRouteRunningRating,HitPowerRating,PressRating,ReleaseRating,ThrowAccuracyShortRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,PlayActionRating,ThrowOnTheRunRating,Height,Weight,Age,PLYR_BIRTHDATE,YearsPro,College,_TotalSalary,_SigningBonus,PLYR_HANDEDNESS,PLYR_PORTRAIT,PLYR_ASSETNAME
Bills,TE,Jackson Hawes,68,85,TE_Possession,,78,86,72,73,71,75,70,24,24,27,69,61,33,60,83,23,91,85,91,66,71,68,67,65,64,69,69,66,62,60,60,21,26,28,32,33,30,25,17,20,Long Stride High and Tight,73,73,65,57,53,41,13,63,25,9,15,20,21,76,253,25,36866,1,Georgia Tech ,4190000,320000,Right,10581,HawesJackson_15104
Bills,TE,Shane Zylstra,66,48,TE_VerticalThreat,,81,83,65,78,62,79,76,25,24,21,58,49,34,71,83,10,87,82,81,62,77,80,61,65,70,52,51,56,46,48,36,22,10,22,20,31,44,24,15,15,Long Stride High and Tight,80,80,64,62,59,35,18,68,6,6,6,6,6,77,244,29,35385,5,Minnesota State ,1080000,0,Right,2716,ZylstraShane_22633
Bills,TE,Keleki Latu,62,83,TE_Possession,,76,87,67,81,62,75,70,25,17,14,61,60,32,62,74,13,87,82,83,59,73,64,60,52,63,61,59,55,62,58,55,13,10,11,12,35,37,25,15,17,Default Stride Loose,74,73,63,58,51,35,15,64,15,10,6,6,10,79,244,24,37481,1,Washington ,2960000,0,Right,0,LatuKeleki_4785
Bills,WILL,Dorian Williams,74,42,OLB_PassCoverage,,89,93,63,79,74,65,55,20,18,16,35,30,85,52,84,42,90,86,76,48,75,58,55,60,65,66,35,35,30,30,24,15,11,46,54,67,86,73,61,67,Default Stride Loose,60,55,15,10,10,76,67,25,15,12,10,12,6,74,230,25,37070,3,Tulane ,6550000,980000,Right,2477,WilliamsDorian_23015
Bills,WILL,Kaleb Elarms-Orr,71,52,OLB_RunStopper,,90,91,71,80,69,65,60,13,17,15,41,41,81,35,89,17,85,86,86,44,73,41,45,52,54,79,42,36,48,49,29,14,10,52,58,69,82,68,59,64,Default Stride Loose,64,64,38,36,34,79,46,38,6,6,6,6,6,74,234,23,37862,0,TCU ,4370000,1080000,Right,11106,ElarmsOrrKaleb_16262
Bills,WR,DJ Moore,84,2,WR_Playmaker,,91,91,66,92,83,91,73,43,18,13,53,30,30,85,95,80,95,94,92,70,88,95,82,79,92,41,27,21,22,25,20,23,22,10,10,22,36,22,18,24,Short Stride Loose,91,89,81,81,80,18,29,85,33,27,20,15,23,72,213,29,35534,8,Maryland ,100840000,24800000,Right,8995,MooreDJ_13184
Bills,WR,Khalil Shakir,83,10,WR_Playmaker,,90,93,63,85,91,94,73,39,19,15,39,29,25,83,89,76,88,89,80,45,86,92,52,79,88,40,20,24,20,25,21,26,27,10,10,27,28,16,11,17,Default,85,81,82,84,79,21,14,74,31,27,21,21,29,72,190,26,36559,4,Boise State ,36130000,18410000,Right,1942,ShakirKhalil_22074
Bills,WR,Keon Coleman,75,0,WR_Physical,,87,88,72,87,73,84,74,65,22,20,42,52,40,77,94,77,88,85,84,52,88,84,62,73,78,40,33,27,30,30,15,22,19,10,10,40,45,26,25,31,Long Stride Default,88,85,77,77,75,39,28,79,52,46,40,28,35,75,215,23,37758,2,Florida State ,5840000,4210000,Right,10038,ColemanKeon_14646
Bills,WR,Joshua Palmer,75,5,WR_DeepThreat,,87,89,65,83,84,84,75,28,18,13,38,28,26,77,88,55,92,86,89,52,82,77,63,71,76,39,29,24,24,20,20,18,16,10,10,26,31,16,15,19,Long Stride Default,85,87,77,77,76,18,16,79,20,15,10,6,10,73,210,26,36425,5,Tennessee ,19230000,6430000,Right,1248,PalmerJosh_21615
Bills,WR,Mecole Hardman,73,1,WR_Playmaker,,93,95,60,90,63,82,71,56,44,32,39,23,45,73,86,83,83,85,73,51,84,87,55,76,83,41,15,8,10,10,20,34,29,11,11,41,51,38,46,41,Short Stride Loose,80,77,70,71,73,31,41,66,45,40,37,36,44,70,187,28,35866,7,Georgia ,1300000,20000,Right,9489,HardmanMecole_20508
Bills,WR,Trent Sherfield Sr,72,81,WR_Slot,,88,90,54,85,75,85,73,49,19,11,54,40,50,69,79,60,90,82,68,42,81,72,47,70,80,42,22,12,25,27,22,31,24,10,10,35,58,18,30,44,Default Stride Loose,79,81,75,73,71,53,27,70,40,35,29,31,36,73,205,30,35120,8,Vanderbilt ,1300000,0,Left,9916,SherfieldTrent_13759
Bills,WR,Skyler Bell,71,13,WR_Playmaker,,92,94,67,92,49,77,71,40,46,37,50,33,41,77,92,58,90,85,90,51,92,82,62,77,83,44,30,33,29,25,29,28,31,30,36,37,42,33,33,38,Default Stride Loose,78,79,71,72,71,36,31,71,30,25,20,26,33,72,192,24,37442,0,Connecticut ,4370000,1080000,Right,11102,BellSkyler_1853
Bills,WR,Dante Pettis,69,87,WR_Playmaker,,87,90,50,88,60,80,75,44,20,14,42,28,30,75,89,84,80,83,83,34,82,82,63,76,83,39,35,22,27,23,22,20,23,10,10,20,32,15,15,24,Default Stride Loose,80,78,70,71,70,17,20,72,37,34,30,23,30,73,195,30,34995,8,Washington ,1080000,0,Right,9018,PettisDante_13222
Bills,WR,Tyrell Shavers,65,14,WR_Playmaker,,91,88,55,79,59,78,69,30,23,19,48,30,28,75,82,53,86,83,85,39,83,79,41,74,81,41,33,28,10,11,21,29,19,10,12,26,38,27,21,25,Long Stride Default,77,77,73,68,64,27,26,59,26,22,19,17,29,76,211,27,36390,3,San Diego St. ,2030000,10000,Right,10962,ShaversTyrell_10684
Broncos,C,Luke Wattenberg,78,60,C_PassProtector,,65,77,79,68,79,26,28,17,19,16,78,84,32,7,73,10,91,90,69,30,61,12,19,14,13,80,75,80,80,86,83,12,10,23,24,31,27,25,7,8,Long Stride Awkward,15,15,15,5,5,31,10,10,6,6,6,6,6,77,300,28,35683,4,Washington ,6300000,23040000,Right,2015,WattenbergLuke_22435
Broncos,C,Alex Forsyth,67,54,C_Power,,66,65,86,54,71,34,23,25,24,22,73,75,34,26,55,10,90,84,85,32,50,26,37,23,24,81,72,74,77,72,76,12,10,10,10,31,34,20,12,13,Default Stride Awkward,35,37,31,21,15,38,15,33,6,6,6,6,6,76,312,27,36204,3,Oregon ,3830000,50000,Right,2144,ForsythAlex_22875
Broncos,C,Michael Deiter,66,67,C_Power,,68,65,86,55,78,30,40,22,17,12,68,71,38,5,70,10,87,85,83,25,51,10,15,10,10,81,69,67,72,70,76,12,14,24,16,35,36,38,15,20,Default Stride Awkward,25,21,16,12,10,33,10,14,6,6,6,6,6,78,315,29,35311,7,Wisconsin ,1210000,0,Right,9436,DeiterMichael_20371
Broncos,CB,Patrick Surtain II,97,2,CB_MantoMan,,94,92,63,90,98,76,64,28,19,11,35,35,75,55,92,55,92,96,86,32,91,75,46,62,73,55,35,35,35,35,19,15,13,36,48,54,81,98,97,96,Long Stride Loose,72,63,30,24,20,67,95,31,6,6,6,6,6,74,202,26,36630,5,Alabama ,36840000,54530000,Right,1301,SurtainIIPatrick_21764
Broncos,CB,Ja'Quan McMillian,79,29,CB_Slot,,90,86,56,91,81,77,58,35,15,15,31,30,71,55,87,45,89,88,79,25,86,66,26,67,74,38,31,31,30,30,16,25,15,29,38,42,76,83,81,82,Short Stride Loose,67,62,35,31,29,47,73,19,31,27,24,19,32,70,183,26,36681,3,East Carolina ,5760000,0,Right,10421,McMillianJaQuan_22267
Broncos,CB,Riley Moss,77,21,CB_Zone,,91,95,53,95,75,74,68,31,22,23,35,25,66,67,92,77,94,96,79,49,89,82,41,70,77,44,35,35,35,35,18,24,10,24,34,46,73,71,74,78,Default Stride Loose,68,69,21,14,11,63,70,25,21,15,12,16,25,72,193,26,36588,3,Iowa ,6650000,960000,Right,2330,MossRiley_22218
Broncos,CB,Jahdae Barron,75,23,CB_Zone,,93,92,54,88,70,75,62,24,18,15,25,25,59,48,84,55,89,93,91,32,91,75,37,69,76,44,25,35,25,35,18,9,8,27,45,50,76,70,73,77,Default Stride Loose,69,63,33,30,31,47,73,34,6,6,6,6,6,71,200,24,37229,1,Texas ,4190000,13860000,Right,10485,BarronJahdae_15277
Broncos,CB,Kris Abrams-Draine,73,31,CB_Slot,,91,93,40,91,67,74,57,31,22,15,35,25,67,64,81,55,93,87,76,29,90,68,34,66,71,39,25,26,15,19,14,15,8,25,33,41,75,69,75,73,Default Stride Loose,68,64,33,23,16,57,62,24,14,12,10,8,6,71,178,24,37168,2,Missouri ,4010000,330000,Right,9993,AbramsDraineKris_14954
Broncos,CB,Reese Taylor,66,35,CB_Zone,,90,90,54,87,58,65,64,32,14,15,35,35,54,51,91,50,87,85,83,29,87,64,31,62,72,43,35,35,35,35,15,11,17,29,34,44,71,56,67,74,Short Stride Loose,65,53,21,15,11,57,70,14,25,22,19,19,18,69,188,27,36399,1,Purdue ,1890000,0,Right,11403,TaylorReese_4768
Broncos,DT,Zach Allen,87,99,DT_PowerRusher,,76,79,94,74,93,50,42,22,15,12,50,49,85,36,78,10,91,92,87,47,65,46,46,32,40,84,45,45,45,45,34,12,10,86,75,82,84,95,35,47,Long Stride Default,46,49,30,25,20,84,20,28,6,6,6,6,6,77,285,29,35662,7,Boston College ,51340000,71280000,Right,9366,AllenZach_20419
Broncos,DT,D.J. Jones,77,93,DT_NoseTackle,,72,72,88,72,85,38,31,24,23,19,45,45,79,19,71,9,90,79,89,43,58,29,32,17,25,89,46,45,44,45,36,12,10,78,63,81,78,84,20,27,Long Stride Loose,20,24,17,9,5,78,18,14,6,6,6,6,6,72,305,31,34718,9,Ole Miss ,29210000,6550000,Right,8610,JonesDJ_12824
Broncos,DT,Tyler Onyedim,73,98,DT_NoseTackle,,70,81,86,58,75,27,48,12,19,29,45,45,82,14,78,10,87,74,87,46,59,47,44,24,26,86,45,45,45,45,27,12,10,75,66,77,78,74,24,25,Long Stride Loose,24,24,15,13,2,82,19,25,6,6,6,6,6,76,290,23,37755,0,Texas AM ,5230000,2200000,Right,11117,OnyedimTyler_16310
Broncos,DT,Malcolm Roach,72,97,DT_NoseTackle,,74,79,83,64,78,49,40,26,25,25,48,50,78,25,74,11,84,73,80,28,49,33,35,17,21,82,45,45,45,45,14,12,15,68,75,77,76,77,27,32,Default Stride Awkward,41,33,31,28,19,78,10,28,6,6,6,6,6,75,290,28,35955,6,Texas ,5820000,12390000,Right,549,RoachMalcolm_21341
Broncos,DT,Sai'vion Jones,70,95,DT_NoseTackle,,81,88,80,79,75,29,38,24,21,21,45,45,76,27,80,32,89,78,88,27,68,33,37,31,38,83,45,45,45,45,26,12,15,71,68,74,78,71,25,33,Long Stride Loose,17,17,15,8,7,79,30,14,18,10,9,15,10,77,289,23,37805,1,LSU ,5040000,1120000,Right,10616,JonesSaivion_15181
Broncos,DT,Eyioma Uwazurike,69,96,DT_NoseTackle,,61,67,83,64,73,31,32,19,25,18,45,45,82,19,80,15,91,69,92,45,54,25,35,12,15,88,45,45,45,45,35,10,8,73,66,76,77,72,13,14,Long Stride Awkward,22,23,22,18,15,73,11,26,6,6,6,6,6,78,320,28,35921,4,Iowa State ,3850000,770000,Right,1994,UwazurikeEyioma_22303
Broncos,DT,Matt Henningsen,68,91,DT_NoseTackle,,72,76,82,77,69,33,40,23,18,18,48,46,79,26,89,10,85,75,87,33,71,22,27,20,22,85,48,48,46,46,34,15,17,66,52,74,72,67,13,17,Default Stride Awkward,28,24,16,13,10,79,12,22,9,9,9,9,9,75,291,27,36281,4,Wisconsin ,1080000,0,Right,2527,HenningsenMatt_22298
Broncos,DT,Jordan Jackson,65,94,DT_NoseTackle,,73,73,78,75,67,24,30,22,22,21,45,45,78,19,75,10,88,74,86,34,66,26,27,21,22,79,45,45,45,45,25,16,14,68,59,70,78,69,23,29,Long Stride Awkward,17,17,14,5,5,76,20,17,6,6,6,6,6,76,294,28,35825,4,Air Force ,1070000,0,Right,1777,JacksonJordan_22455
Broncos,FB,Adam Prentice,68,46,FB_Blocking,,77,78,76,76,79,66,68,24,15,11,67,68,39,37,84,25,92,74,78,63,66,64,63,59,64,68,58,52,50,53,82,11,17,25,26,28,41,15,10,12,Default Stride High and Tight,58,53,57,52,44,44,15,52,15,10,5,5,5,72,245,29,35446,5,South Carolina ,1210000,180000,Right,1016,PrenticeAdam_22002
Broncos,FS,Brandon Jones,83,22,S_RunSupport,,88,91,58,87,84,72,60,25,20,20,40,35,77,46,88,45,89,90,93,20,83,60,47,62,71,60,35,35,35,35,19,12,20,39,46,60,86,85,76,77,Default,63,52,15,13,10,81,71,20,15,10,10,15,15,72,191,28,35887,6,Texas ,14970000,6640000,Right,404,JonesBrandon_21267
Broncos,FS,Devon Key,65,26,S_RunSupport,,86,88,66,78,64,58,60,30,14,12,35,35,69,44,90,30,92,84,86,45,82,58,44,64,68,63,35,35,35,35,25,24,16,45,39,59,77,60,62,64,Default Stride Loose,54,49,30,20,15,86,71,20,15,10,10,15,20,72,208,28,35731,5,W. Kentucky ,1070000,0,Right,10408,KeyDevon_22623
Broncos,FS,Miles Scott,64,39,S_Hybrid,,87,87,64,81,62,64,54,26,24,25,35,35,62,57,89,46,85,91,93,55,87,66,46,58,64,58,35,35,35,35,25,16,12,35,44,54,73,61,67,69,Default Stride Loose,68,58,44,41,34,71,68,39,6,6,6,6,6,72,210,24,37343,0,Illinois ,4370000,120000,Right,11118,ScottMiles_16296
Broncos,HB,J.K. Dobbins,82,27,HB_ElusiveBack,,90,91,74,86,81,66,92,32,19,16,41,58,30,84,90,60,78,87,84,79,86,86,84,83,89,42,33,26,31,34,39,27,16,11,12,29,35,14,13,17,Default,52,56,63,56,43,31,17,54,30,25,15,15,19,70,212,27,36146,6,Ohio State ,11000000,5000000,Right,257,DobbinsJK_20926
Broncos,HB,RJ Harvey,80,12,HB_ElusiveBack,,92,94,73,85,80,68,91,68,21,26,37,50,39,82,88,79,85,88,81,82,82,84,78,81,85,36,28,25,39,38,32,49,43,27,29,35,42,36,26,28,Default,59,62,64,57,54,34,25,57,54,50,48,45,54,68,205,25,36926,1,UCF ,5350000,1970000,Right,10579,HarveyRJ_15037
Broncos,HB,Jonah Coleman,73,20,HB_PowerBack,,87,90,80,78,67,71,96,35,28,22,43,56,30,82,78,70,93,90,93,85,82,85,76,68,75,47,36,40,48,40,42,33,21,16,14,23,27,27,21,25,Default Stride High and Tight,56,57,61,53,46,34,26,49,25,20,18,25,25,68,220,23,37853,0,Washington ,4370000,1200000,Right,11114,ColemanJonah_1875
Broncos,HB,Jaleel McLaughlin,71,38,HB_ElusiveBack,,92,92,66,78,66,70,92,31,18,13,31,52,29,77,78,76,88,83,84,60,83,80,68,75,84,35,26,21,27,30,26,28,23,19,13,32,34,18,15,21,Short Stride Default,52,48,62,55,51,27,15,54,27,21,17,16,28,67,187,25,36782,3,Youngstown St. ,1140000,240000,Right,10419,McLaughlinJaleel_23347
Broncos,HB,Tyler Badie,69,28,HB_ElusiveBack,,89,93,74,83,71,69,90,25,18,15,39,57,34,75,81,72,87,87,85,76,81,76,70,72,76,37,21,27,23,28,38,23,12,10,10,30,36,24,19,28,Default,55,53,62,58,52,31,20,55,20,15,10,14,17,68,197,26,36563,4,Missouri ,1070000,0,Right,1152,BadieTyler_22052
Broncos,HB,Cody Schrader,67,25,HB_PowerBack,,85,90,73,77,70,68,92,36,20,16,46,48,36,79,81,56,88,83,84,78,75,79,78,72,76,44,36,33,38,35,43,31,27,13,17,27,35,24,18,27,Default,56,52,66,58,52,29,20,58,35,30,27,28,33,69,214,26,36411,2,Missouri ,1070000,0,Right,10243,SchraderCody_1345
Broncos,K,Wil Lutz,78,3,KP_Power,,69,71,54,58,63,18,40,39,97,85,16,17,26,5,57,10,81,79,70,10,50,10,10,10,10,16,16,16,17,17,16,15,16,10,10,24,29,17,11,17,Default Stride Awkward,15,15,15,15,15,13,10,15,33,15,15,15,15,71,184,32,34522,10,Georgia State ,6870000,8930000,Right,8374,LutzWil_12405
Broncos,LEDG,Jonathon Cooper,84,0,DE_PowerRusher,,85,90,82,76,88,44,31,17,18,17,45,45,85,29,80,10,92,86,77,27,68,23,36,23,31,85,45,45,45,45,24,17,14,85,78,82,86,87,39,50,Default Stride Loose,23,21,15,10,5,81,49,12,7,6,5,6,6,76,257,28,35803,5,Ohio State ,34790000,17420000,Right,910,CooperJonathon_21684
Broncos,LEDG,Jonah Elliss,73,52,DE_SmallerSpeedRusher,,81,87,74,82,76,26,28,22,20,19,44,44,77,28,90,10,84,78,84,26,70,29,33,24,27,79,44,45,46,44,17,12,17,71,74,74,79,75,41,47,Default Stride Awkward,42,39,14,7,3,74,26,17,6,6,6,6,6,74,246,23,37714,2,Utah ,4760000,1090000,Right,10066,EllissJonah_14764
Broncos,LEDG,Que Robinson,69,51,DE_SmallerSpeedRusher,,84,88,73,80,69,56,52,23,22,20,45,45,79,28,83,10,87,87,88,32,74,42,36,40,46,74,45,45,45,45,27,23,12,61,66,67,82,67,59,62,Long Stride Bread Loaf,50,46,25,20,17,78,51,24,6,6,6,6,6,76,243,25,37023,1,Alabama ,4190000,840000,Right,10710,RobinsonQue_15190
Broncos,LG,Ben Powers,75,74,G_Power,,70,68,82,60,88,37,40,25,11,11,79,77,38,9,72,10,88,85,87,25,46,15,10,10,10,83,81,77,75,79,77,12,11,10,10,33,35,10,12,12,Default Stride Awkward,15,15,15,5,5,25,10,15,6,6,6,6,6,76,310,29,35367,7,Oklahoma ,12490000,5660000,Right,9602,PowersBen_20400
Broncos,LG,Kage Casey,71,78,G_Agile,,66,65,86,52,73,24,26,14,10,12,76,75,37,15,76,10,88,89,87,28,52,13,14,10,10,81,72,77,75,75,83,12,12,32,30,32,33,20,15,13,Long Stride Awkward,11,15,17,5,5,43,10,16,6,6,6,6,6,78,310,22,37904,0,Boise State ,4370000,1200000,Right,11113,CaseyKage_16249
Broncos,LG,Nick Gargiulo,66,66,G_Power,,64,72,87,71,70,43,41,30,22,20,69,71,33,19,79,10,89,79,77,32,58,21,28,16,30,80,69,70,70,68,78,7,10,30,24,31,32,35,11,12,Long Stride Awkward,33,31,21,17,14,31,10,22,6,5,5,7,6,77,310,26,36726,2,South Carolina ,1510000,50000,Right,10081,GargiuloNick_1172
Broncos,LS,Mitchell Fraboni,68,48,LS_Accurate,,79,75,75,66,53,45,60,35,15,14,54,54,55,25,73,10,88,77,83,49,66,51,54,45,42,65,51,45,49,51,50,15,10,10,10,41,49,32,17,18,Default Stride Awkward,40,39,44,40,35,52,15,24,25,15,10,10,10,74,223,29,35366,5,Arizona St. ,3570000,600000,Right,3192,FraboniMitchell_22665
Broncos,LT,Garett Bolles,96,72,OT_PassProtector,,74,75,87,72,97,36,29,25,22,20,90,96,38,17,70,10,88,95,88,37,56,28,26,15,19,86,88,91,94,98,82,12,14,33,27,34,39,26,12,15,Default Stride Awkward,25,30,26,16,8,42,10,22,6,6,6,6,6,77,300,34,33751,9,Utah ,68740000,26270000,Right,8482,BollesGarett_12545
Broncos,LT,Matt Peart,67,79,OT_Agile,,68,72,86,54,75,27,40,11,15,12,70,72,37,6,74,10,82,82,89,24,48,15,10,10,10,80,67,72,69,73,83,12,10,28,22,29,33,32,12,13,Default Stride Awkward,15,15,15,5,5,20,10,15,5,5,5,5,5,79,318,29,35592,6,Connecticut ,1210000,1170000,Right,510,PeartMatthew_21116
Broncos,LT,Frank Crum,64,73,OT_Power,,74,79,85,71,54,40,41,22,14,14,72,70,33,36,77,15,92,86,89,37,56,32,27,20,22,81,73,70,69,67,78,12,15,20,10,20,27,22,10,17,Long Stride Awkward,12,10,29,18,5,37,10,15,6,6,6,6,6,79,315,26,36660,2,Wyoming ,2820000,10000,Right,10046,CrumFrank_1333
Broncos,MIKE,Alex Singleton,85,49,MLB_RunStopper,,85,85,72,77,93,63,55,20,19,15,45,45,93,33,76,10,90,90,99,36,70,34,28,31,36,82,45,45,45,45,26,12,12,64,55,76,92,92,56,68,Default Stride Loose,45,40,15,5,5,82,42,10,6,6,6,6,6,74,240,32,34310,8,Montana State ,10720000,4240000,Right,573,SingletonAlex_20881
Broncos,MIKE,Red Murdock,65,50,MLB_RunStopper,,86,87,72,82,59,65,54,23,14,11,44,50,81,34,77,16,87,89,90,46,74,52,42,35,54,75,53,51,45,49,23,13,10,54,60,67,82,58,58,65,Default Stride Loose,48,47,32,27,22,82,44,12,6,6,6,6,6,74,233,22,37888,0,Buffalo ,4370000,120000,Right,11116,MurdockRed_16255
Broncos,MIKE,Karene Reid,62,47,MLB_FieldGeneral,,83,89,70,78,61,51,53,21,47,43,45,45,78,35,79,10,85,86,87,35,73,47,43,44,49,70,45,45,45,45,23,23,12,49,52,62,80,58,56,62,Default Stride Loose,45,42,22,20,18,78,49,21,6,6,6,6,6,72,226,26,36575,1,Utah ,2800000,0,Right,10703,ReidKarene_15259
Broncos,P,Jeremy Crawshaw,79,16,KP_Power,,77,82,60,66,65,35,44,32,94,88,21,16,32,23,61,10,86,83,78,20,57,22,21,15,24,18,11,15,18,13,15,23,21,10,10,16,32,21,12,10,Default Stride Awkward,18,21,18,15,10,23,10,12,30,28,23,20,25,75,205,25,37033,1,Florida ,4190000,160000,Right,10530,CrawshawJeremy_15367
Broncos,QB,Bo Nix,81,10,QB_FieldGeneral,,88,90,60,76,84,67,67,93,50,42,16,13,21,55,74,10,95,93,96,32,73,77,37,42,64,14,14,14,13,13,10,74,85,10,10,12,27,10,12,13,Long Stride Default,62,59,41,19,10,12,10,21,88,84,85,79,84,74,217,26,36581,2,Oregon ,4010000,14580000,Right,10195,NixBo_14609
Broncos,QB,Jarrett Stidham,64,8,QB_FieldGeneral,,82,81,62,72,71,53,60,86,32,26,19,19,20,36,76,10,85,76,89,37,74,65,35,38,50,24,15,15,14,19,14,63,73,10,10,20,26,16,11,19,Long Stride Default,49,48,37,32,31,20,10,34,81,77,72,73,81,75,215,30,35285,7,Auburn ,7980000,4020000,Right,9641,StidhamJarrett_20381
Broncos,QB,Sam Ehlinger,57,4,QB_Scrambler,,84,79,67,80,53,70,65,83,18,14,25,18,27,70,85,10,86,86,90,63,76,78,53,72,69,31,15,10,14,16,27,71,70,10,10,23,29,18,10,13,Default Stride Loose,46,45,36,27,23,17,10,21,77,71,68,77,74,73,222,27,36068,5,Texas ,2000000,0,Right,937,EhlingerSam_21554
Broncos,REDG,Nik Bonitto,91,15,DE_SmallerSpeedRusher,,87,92,82,84,95,60,49,39,14,12,45,45,85,26,85,10,92,72,74,32,76,44,32,45,44,70,45,45,45,45,21,41,28,85,93,78,89,93,38,52,Default Stride Loose,39,37,10,5,5,78,34,14,32,30,25,26,35,75,240,26,36429,4,Oklahoma ,73780000,35080000,Right,1181,BonittoNik_22142
Broncos,REDG,Drew Sanders,72,41,DE_SmallerSpeedRusher,,84,89,72,81,73,64,67,52,17,15,40,35,76,52,88,10,88,89,84,51,74,53,51,43,51,85,40,40,35,35,34,52,33,73,71,73,85,75,70,62,Long Stride Loose,59,58,10,8,4,83,69,12,51,45,40,44,47,77,233,24,37256,3,Arkansas ,4560000,1170000,Right,2382,SandersDrew_22975
Broncos,REDG,Dondrea Tillman,70,92,DE_PowerRusher,,73,79,77,72,75,61,49,20,13,14,45,45,81,55,80,10,85,77,81,52,64,65,53,48,53,78,45,45,45,45,32,16,16,75,63,75,81,74,35,43,Long Stride Loose,48,43,20,15,10,81,32,12,6,6,6,6,6,76,247,28,35915,3,IUP ,1070000,0,Right,10975,TillmanDondrea_1397
Broncos,RG,Quinn Meinerz,95,77,G_Power,,75,78,95,66,96,25,22,21,19,13,97,88,32,33,78,10,90,93,92,35,56,18,31,20,18,93,95,99,89,86,96,12,15,30,27,33,27,26,12,17,Default Stride Awkward,12,10,15,7,3,41,10,15,6,6,6,6,6,75,320,27,36114,5,Wisc-Whitewater ,38410000,30840000,Right,841,MeinerzQuinn_21842
Broncos,RG,Alex Palczewski,70,63,G_Agile,,63,75,82,60,77,25,43,16,15,10,72,75,38,11,71,5,85,79,78,26,58,17,28,13,26,74,70,74,73,77,83,12,5,40,30,37,32,25,12,12,Long Stride Awkward,25,21,25,15,7,40,10,15,8,7,6,5,6,78,314,27,36375,3,Illinois ,6060000,3430000,Right,10434,PalczewskiAlex_23358
Broncos,RG,Calvin Throckmorton,67,76,G_Power,,63,56,84,50,70,39,30,30,22,21,70,71,49,31,68,10,90,87,93,24,47,35,33,15,22,82,72,67,74,68,78,12,10,46,35,44,50,45,15,20,Default Stride Awkward,34,30,25,22,19,65,10,24,6,6,6,6,6,77,311,30,35293,6,Oregon ,1210000,0,Right,617,ThrockmortonCalvin_21192
Broncos,RT,Mike McGlinchey,82,69,OT_Power,,70,66,88,66,93,28,33,11,15,12,86,78,32,11,71,10,88,93,95,22,48,10,10,10,10,84,85,87,82,75,85,12,15,10,10,32,27,20,11,13,Long Stride Awkward,15,17,15,10,8,38,10,14,6,6,6,6,6,80,315,31,34711,8,Notre Dame ,55100000,29610000,Right,8987,McGlincheyMike_13116
Broncos,SS,Talanoa Hufanga,88,9,S_RunSupport,,89,87,58,84,91,76,61,38,21,18,35,35,78,46,85,44,84,90,85,44,78,67,43,63,67,63,35,35,35,35,33,36,34,45,52,64,90,93,79,84,Default Stride Loose,65,63,35,31,26,89,67,39,35,32,30,35,29,72,200,26,36557,5,USC ,13760000,10440000,Right,1164,HufangaTalanoa_21488
Broncos,SS,JL Skinner,66,34,S_RunSupport,,89,91,59,87,61,75,62,27,25,23,41,35,67,69,86,35,91,87,88,57,77,71,72,63,69,62,39,40,35,35,24,13,11,28,44,57,72,66,59,69,Long Stride Loose,77,73,53,55,45,84,76,65,19,13,12,11,11,76,220,25,36997,3,Boise State ,3830000,170000,Right,2394,SkinnerJL_23034
Broncos,SS,Tycen Anderson,65,6,S_Hybrid,,91,94,59,92,60,58,57,24,13,14,34,33,60,49,88,45,87,86,74,39,82,64,45,63,72,50,34,34,33,33,20,17,9,32,37,55,66,56,65,63,Long Stride Default,55,56,36,31,29,62,73,41,10,8,6,7,15,74,205,27,36324,4,Toledo ,1210000,280000,Right,1136,AndersonTycen_22240
Broncos,TE,Evan Engram,78,1,TE_VerticalThreat,,86,87,66,86,74,82,74,28,22,16,62,62,42,76,89,59,88,87,76,75,79,85,73,68,79,69,62,59,61,55,50,14,11,20,28,32,37,26,24,31,Long Stride Loose,85,80,74,68,63,28,22,72,23,18,14,18,27,75,240,31,34579,9,Ole Miss ,13980000,6290000,Right,8545,EngramEvan_12589
Broncos,TE,Adam Trautman,71,82,TE_Possession,,81,82,74,84,60,83,77,65,27,20,66,63,33,63,84,35,89,89,89,69,72,73,70,66,66,68,63,67,60,63,54,48,47,10,10,31,34,16,13,19,Default,80,80,67,62,56,31,17,66,61,55,47,48,56,77,253,29,35466,6,Dayton ,11720000,5260000,Right,622,TrautmanAdam_21092
