cohort,name,pos,team,appearance,skin_source,skin_agreement,hair_source,band
spine,Bob Golic,DT,new-england-patriots,Head3b Eyes1c Hair3h Beard3d Eyebrows3b Nose3a Mouth3a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
spine,Carlos Pennywell,WR,new-england-patriots,Head5a Eyes1e Hair1p Beard1b Eyebrows1a Nose5a Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Dick Conn,S,new-england-patriots,Head5a Eyes1b Hair3a Beard3a Eyebrows3b Nose5d Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Don Calhoun,RB,new-england-patriots,Head4a Eyes1b Hair1o Beard1c Eyebrows1a Nose4a Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Don Hasselbeck,TE,new-england-patriots,Head4a Eyes1c Hair3k Beard3e Eyebrows3a Nose4c Mouth4b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Donald Westbrook,WR,new-england-patriots,Head2b Eyes1c Hair2g Beard2f2 Eyebrows2a Nose2b Mouth2a Glasses1e Clothes2,no source -> league prior,0.00,generated,light
spine,Doug Beaudoin,S,new-england-patriots,Head3a Eyes1d Hair3h Beard3g Eyebrows3b Nose3a Mouth3a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Dwight Wheeler,OT,new-england-patriots,Head4b Eyes1c Hair1g Beard1a Eyebrows1a Nose4d Mouth4b Glasses1e Clothes2,archive era-majority,0.67,PHCL NFL79,dark
spine,Eddie Hare,P,new-england-patriots,Head3a Eyes1d Hair3l Beard3e Eyebrows3b Nose3c Mouth3b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Garry Puetz,OG,new-england-patriots,Head1b Eyes1e Hair3e Beard3a Eyebrows3b Nose1a Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Harold Jackson,WR,new-england-patriots,Head5c Eyes1d Hair1b Beard1f1 Eyebrows1a Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Horace Ivory,RB,new-england-patriots,Head5a Eyes1e Hair1f Beard1e Eyebrows1b Nose5b Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,John Hannah,OG,new-england-patriots,Head1b Eyes1d Hair3k Beard3f1 Eyebrows3a Nose1c Mouth1a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,John Smith,K,new-england-patriots,Head1c Eyes1e Hair3e Beard3f2 Eyebrows3a Nose1d Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,John Zamberlin,MLB,new-england-patriots,Head2a Eyes1c Hair2k Beard2f1 Eyebrows2a Nose2b Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Julius Adams,DE,new-england-patriots,Head4d Eyes1e Hair1n Beard1c Eyebrows1b Nose4b Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Mark Buben,DT,new-england-patriots,Head1b Eyes1b Hair3d Beard3f1 Eyebrows3a Nose1b Mouth1b Glasses1e Clothes2,archive era-majority,0.67,PHCL NFL79,light
spine,Mark Washington,CB,new-england-patriots,Head5c Eyes1d Hair1m Beard1b Eyebrows1a Nose5d Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Matt Cavanaugh,QB,new-england-patriots,Head1a Eyes1b Hair1h Beard1b Eyebrows1b Nose1a Mouth1a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Mel Lunsford,DE,new-england-patriots,Head5a Eyes1c Hair1i Beard1g Eyebrows1a Nose5b Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Mike Hawkins,OLB,new-england-patriots,Head5a Eyes1b Hair1m Beard1b Eyebrows1a Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Mike Haynes,CB,new-england-patriots,Head5a Eyes1a Hair1k Beard1d Eyebrows1b Nose5c Mouth5a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Mosi Tatupu,RB,new-england-patriots,Head3a Eyes1e Hair3c Beard3g Eyebrows3a Nose3a Mouth3a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Pete Brock,OT,new-england-patriots,Head1a Eyes1d Hair3b Beard3e Eyebrows3a Nose1b Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Prentice McCray,S,new-england-patriots,Head4a Eyes1d Hair1j Beard1d Eyebrows1a Nose4c Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Ray Costict,OLB,new-england-patriots,Head5a Eyes1d Hair2f Beard2g Eyebrows2b Nose5c Mouth5b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,dark
spine,Ray Hamilton,DT,new-england-patriots,Head4a Eyes1e Hair1j Beard1b Eyebrows1b Nose4d Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Ray Jarvis,WR,new-england-patriots,Head4c Eyes1b Hair1j Beard1f1 Eyebrows1a Nose4d Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Raymond Clayborn,CB,new-england-patriots,Head4a Eyes1a Hair1d Beard1d Eyebrows1b Nose4b Mouth4b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Richard Bishop,DE,new-england-patriots,Head5b Eyes1c Hair1g Beard1e Eyebrows1a Nose5a Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Rick Sanford,CB,new-england-patriots,Head5a Eyes1e Hair1l Beard1c Eyebrows1b Nose5d Mouth5a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Rod Shoate,OLB,new-england-patriots,Head1a Eyes1c Hair1k Beard1a Eyebrows1b Nose1a Mouth1b Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,light
spine,Russ Francis,TE,new-england-patriots,Head4a Eyes1e Hair1b Beard1g Eyebrows1b Nose4b Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Sam Adams,OG,new-england-patriots,Head4c Eyes1e Hair1q Beard1f1 Eyebrows1b Nose4d Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Sam Cunningham,RB,new-england-patriots,Head5a Eyes1e Hair1f Beard1e Eyebrows1b Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Sam Hunt,MLB,new-england-patriots,Head5a Eyes1c Hair1i Beard1b Eyebrows1a Nose5a Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Shelby Jordan,OT,new-england-patriots,Head4b Eyes1a Hair1b Beard1b Eyebrows1a Nose4a Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Stanley Morgan,WR,new-england-patriots,Head5a Eyes1b Hair3a Beard3g Eyebrows3b Nose5d Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Steve Grogan,QB,new-england-patriots,Head2a Eyes1d Hair3d Beard3g Eyebrows3b Nose2c Mouth2b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),light
spine,Steve King,OLB,new-england-patriots,Head1a Eyes1e Hair3b Beard3a Eyebrows3a Nose1b Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Steve Nelson,MLB,new-england-patriots,Head5a Eyes1d Hair1a Beard1g Eyebrows1b Nose5b Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Terry Falcon,C,new-england-patriots,Head1b Eyes1b Hair1h Beard1g Eyebrows1b Nose1b Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Tim Fox,S,new-england-patriots,Head2a Eyes1c Hair3k Beard3b Eyebrows3a Nose2a Mouth2a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Tom Owen,QB,new-england-patriots,Head3a Eyes1e Hair5d Beard5b Eyebrows5a Nose3c Mouth3a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Tony McGee,DE,new-england-patriots,Head4c Eyes1e Hair1j Beard1g Eyebrows1b Nose4c Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Archie Manning,QB,new-orleans-saints,Head3c Eyes1b Hair3c Beard3a Eyebrows3a Nose3a Mouth3a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Barry Bennett,DT,new-orleans-saints,Head3a Eyes1e Hair1k Beard1f1 Eyebrows1b Nose3c Mouth3b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Bobby Scott,QB,new-orleans-saints,Head1c Eyes1a Hair5e Beard5g Eyebrows5b Nose1d Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Brooks Williams,TE,new-orleans-saints,Head1a Eyes1a Hair2f Beard2a Eyebrows2b Nose1a Mouth1a Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,Chuck Muncie,RB,new-orleans-saints,Head5a Eyes1d Hair1a Beard1g Eyebrows1b Nose5b Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Clarence Chapman,CB,new-orleans-saints,Head5a Eyes1e Hair1a Beard1e Eyebrows1b Nose5d Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Conrad Dobler,OG,new-orleans-saints,Head1a Eyes1b Hair3d Beard3g Eyebrows3a Nose1c Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Dave Lafary,OG,new-orleans-saints,Head1b Eyes1d Hair3a Beard3c Eyebrows3a Nose1c Mouth1b Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
spine,David Gray,CB,new-orleans-saints,Head4a Eyes1e Hair1b Beard1f1 Eyebrows1a Nose4c Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Derland Moore,DT,new-orleans-saints,Head4a Eyes1e Hair1l Beard1g Eyebrows1a Nose4a Mouth4a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Don Reese,DE,new-orleans-saints,Head5a Eyes1d Hair1a Beard1b Eyebrows1a Nose5c Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Donald Schwartz,CB,new-orleans-saints,Head1b Eyes1b Hair5b Beard5b Eyebrows5b Nose1b Mouth1a Glasses1e Clothes2,no source -> league prior,0.00,generated,light
spine,Ed Burns,QB,new-orleans-saints,Head2a Eyes1d Hair5e Beard5e Eyebrows5b Nose2c Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Elex Price,DT,new-orleans-saints,Head4b Eyes1c Hair1n Beard1d Eyebrows1b Nose4a Mouth4a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Elois Grooms,DE,new-orleans-saints,Head1a Eyes1c Hair3i Beard3a Eyebrows3b Nose1d Mouth1a Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
spine,Emanuel Zanders,OG,new-orleans-saints,Head5a Eyes1c Hair1b Beard1e Eyebrows1b Nose5a Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Eric Felton,CB,new-orleans-saints,Head4a Eyes1a Hair3c Beard3a Eyebrows3a Nose4b Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Fred Sturt,OG,new-orleans-saints,Head1a Eyes1b Hair3g Beard3f2 Eyebrows3a Nose1a Mouth1a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Garo Yepremian,K,new-orleans-saints,Head3c Eyes1a Hair3h Beard3d Eyebrows3b Nose3d Mouth3a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Henry Childs,TE,new-orleans-saints,Head5a Eyes1b Hair1f Beard1f1 Eyebrows1b Nose5b Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Ike Harris,WR,new-orleans-saints,Head5a Eyes1d Hair1h Beard1f2 Eyebrows1a Nose5a Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,J.T. Taylor,OT,new-orleans-saints,Head5b Eyes1c Hair1r2 Beard1f1 Eyebrows1b Nose5d Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Jack Holmes,RB,new-orleans-saints,Head1a Eyes1e Hair1i Beard1g Eyebrows1b Nose1d Mouth1b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,light
spine,Jim Kovach,MLB,new-orleans-saints,Head3a Eyes1b Hair1a Beard1e Eyebrows1b Nose3b Mouth3b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Jim Merlo,OLB,new-orleans-saints,Head3a Eyes1b Hair1c Beard1b Eyebrows1b Nose3b Mouth3a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Jim Pietrzak,C,new-orleans-saints,Head1b Eyes1b Hair5i Beard5b Eyebrows5a Nose1a Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Joe Campbell,DE,new-orleans-saints,Head2a Eyes1d Hair2j Beard2f2 Eyebrows2a Nose2d Mouth2a Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
spine,Joe Federspiel,MLB,new-orleans-saints,Head1a Eyes1c Hair2l Beard2c Eyebrows2a Nose1a Mouth1b Glasses1e Clothes2,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,John Hill,C,new-orleans-saints,Head4a Eyes1a Hair1c Beard1d Eyebrows1b Nose4c Mouth4b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,John Watson,OT,new-orleans-saints,Head5c Eyes1d Hair3c Beard3d Eyebrows3a Nose5a Mouth5a Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
spine,Ken Bordelon,OLB,new-orleans-saints,Head2a Eyes1d Hair2h Beard2c Eyebrows2a Nose2c Mouth2a Glasses1e Clothes2,archive era-majority,0.67,PHCL NFL79,light
spine,Kim Jones,RB,new-orleans-saints,Head5a Eyes1b Hair1f Beard1g Eyebrows1a Nose5d Mouth5b Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
spine,Larry Hardy,TE,new-orleans-saints,Head5a Eyes1c Hair3l Beard3g Eyebrows3b Nose5d Mouth5a Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Michael Strachan,RB,new-orleans-saints,Head5b Eyes1c Hair3b Beard3f1 Eyebrows3b Nose5d Mouth5a Glasses1e Clothes1,archive era-majority,1.00,generated,dark
spine,Mike Fultz,DE,new-orleans-saints,Head2b Eyes1a Hair1d Beard1g Eyebrows1a Nose2b Mouth2a Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,light
spine,Pat Hughes,OLB,new-orleans-saints,Head3c Eyes1d Hair2h Beard2f2 Eyebrows2a Nose3c Mouth3b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Ralph McGill,S,new-orleans-saints,Head5a Eyes1c Hair1p Beard1e Eyebrows1b Nose5b Mouth5a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Ray Brown,S,new-orleans-saints,Head5c Eyes1e Hair1a Beard1b Eyebrows1b Nose5a Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Reggie Mathis,OLB,new-orleans-saints,Head4a Eyes1d Hair1m Beard1c Eyebrows1a Nose4c Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Rich Mauti,WR,new-orleans-saints,Head3a Eyes1e Hair3j Beard3c Eyebrows3a Nose3a Mouth3a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Rick Partridge,P,new-orleans-saints,Head2a Eyes1e Hair3i Beard3f1 Eyebrows3a Nose2a Mouth2a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Ricky Ray,CB,new-orleans-saints,Head5a Eyes1c Hair1p Beard1f1 Eyebrows1a Nose5c Mouth5a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Robert Woods,OT,new-orleans-saints,Head5a Eyes1d Hair1r1 Beard1g Eyebrows1a Nose5c Mouth5b Glasses1e Clothes1,archive era-majority,0.75,PHCL NFL79,dark
spine,Roger Finnie,OT,new-orleans-saints,Head1c Eyes1e Hair1r1 Beard1f2 Eyebrows1b Nose1b Mouth1b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Russell Erxleben,P,new-orleans-saints,Head2a Eyes1a Hair2b Beard2e Eyebrows2a Nose2d Mouth2a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Tinker Owens,WR,new-orleans-saints,Head5a Eyes1b Hair3c Beard3a Eyebrows3b Nose5a Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Tom Myers,S,new-orleans-saints,Head3a Eyes1b Hair3a Beard3f2 Eyebrows3a Nose3a Mouth3a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Tony Galbreath,RB,new-orleans-saints,Head3a Eyes1e Hair5d Beard5b Eyebrows5b Nose3a Mouth3b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Wayne Wilson,RB,new-orleans-saints,Head4a Eyes1c Hair1e Beard1e Eyebrows1b Nose4a Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Wes Chandler,WR,new-orleans-saints,Head5a Eyes1a Hair1h Beard1d Eyebrows1a Nose5b Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Al Dixon,TE,new-york-giants,Head5a Eyes1c Hair1i Beard1f1 Eyebrows1b Nose5c Mouth5b Glasses1e Clothes2,archive era-majority,0.75,PHCL NFL79,dark
spine,Alan Caldwell,CB,new-york-giants,Head4a Eyes1c Hair1k Beard1f1 Eyebrows1b Nose4b Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Beasley Reece,S,new-york-giants,Head4a Eyes1b Hair1g Beard1d Eyebrows1b Nose4d Mouth4b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Billy Taylor,RB,new-york-giants,Head5a Eyes1e Hair1r1 Beard1f1 Eyebrows1b Nose5c Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Brad Benson,OT,new-york-giants,Head4b Eyes1a Hair1r1 Beard1d Eyebrows1a Nose4a Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Brad Van Pelt,OLB,new-york-giants,Head3a Eyes1c Hair5h Beard5g Eyebrows5a Nose3d Mouth3b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Brian Kelley,OLB,new-york-giants,Head1a Eyes1d Hair3b Beard3e Eyebrows3a Nose1d Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Calvin Miller,DT,new-york-giants,Head5b Eyes1b Hair1h Beard1a Eyebrows1b Nose5a Mouth5b Glasses1e Clothes2,archive all-time tiebreak,1.00,PHCL NFL79,dark
spine,Cleveland Jackson,TE,new-york-giants,Head5a Eyes1a Hair1g Beard1f1 Eyebrows1b Nose5a Mouth5a Glasses1e Clothes1,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
spine,Dan Fowler,OG,new-york-giants,Head3b Eyes1b Hair3c Beard3a Eyebrows3b Nose3d Mouth3a Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,Dan Lloyd,MLB,new-york-giants,Head2a Eyes1a Hair3j Beard3f2 Eyebrows3b Nose2a Mouth2b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Dave Jennings,P,new-york-giants,Head1a Eyes1c Hair3h Beard3b Eyebrows3a Nose1c Mouth1a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Doug Kotar,RB,new-york-giants,Head3a Eyes1e Hair2h Beard2b Eyebrows2b Nose3b Mouth3a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,light
spine,Doug Van Horn,OG,new-york-giants,Head1c Eyes1b Hair2c Beard2a Eyebrows2a Nose1b Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Dwight Scales,WR,new-york-giants,Head5a Eyes1d Hair1m Beard1f2 Eyebrows1a Nose5a Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Earnest Gray,WR,new-york-giants,Head5a Eyes1b Hair1f Beard1d Eyebrows1a Nose5b Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Eddie Hicks,RB,new-york-giants,Head5a Eyes1a Hair1r1 Beard1f2 Eyebrows1a Nose5b Mouth5a Glasses1e Clothes2,archive season-majority,1.00,PHCL NFL79,dark
spine,Emery Moorehead,TE,new-york-giants,Head3a Eyes1d Hair2j Beard2b Eyebrows2a Nose3b Mouth3b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Ernie Jones,S,new-york-giants,Head4a Eyes1a Hair1h Beard1f1 Eyebrows1b Nose4a Mouth4b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Frank Marion,MLB,new-york-giants,Head3a Eyes1c Hair1a Beard1g Eyebrows1b Nose3d Mouth3b Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
spine,Gary Jeter,DE,new-york-giants,Head5a Eyes1c Hair1b Beard1g Eyebrows1a Nose5b Mouth5b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Gary Shirk,TE,new-york-giants,Head2a Eyes1d Hair2h Beard2a Eyebrows2a Nose2c Mouth2a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Gene Washington,WR,new-york-giants,Head5c Eyes1b Hair1m Beard1f1 Eyebrows1b Nose5c Mouth5b Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,George Martin,DE,new-york-giants,Head5a Eyes1d Hair1s Beard1f1 Eyebrows1b Nose5a Mouth5b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Gordon King,OT,new-york-giants,Head4b Eyes1a Hair1h Beard1a Eyebrows1b Nose4b Mouth4a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Gus Coppens,OT,new-york-giants,Head1b Eyes1e Hair3l Beard3c Eyebrows3b Nose1c Mouth1a Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,light
spine,Harry Carson,MLB,new-york-giants,Head5a Eyes1b Hair1d Beard1e Eyebrows1a Nose5c Mouth5a Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),dark
spine,J.T. Turner,OG,new-york-giants,Head5a Eyes1c Hair1q Beard1d Eyebrows1a Nose5c Mouth5a Glasses1e Clothes2,archive era-majority,0.67,PHCL NFL79,dark
spine,Jeff Weston,OT,new-york-giants,Head2a Eyes1c Hair5c Beard5e Eyebrows5b Nose2d Mouth2a Glasses1e Clothes1,archive era-majority,0.67,PHCL NFL79,light
spine,Jim Clack,C,new-york-giants,Head1c Eyes1b Hair3g Beard3a Eyebrows3a Nose1a Mouth1b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Jim Robinson,WR,new-york-giants,Head5a Eyes1d Hair2h Beard2a Eyebrows2b Nose5d Mouth5b Glasses1e Clothes1,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
spine,Joe Danelo,K,new-york-giants,Head1a Eyes1d Hair1b Beard1b Eyebrows1a Nose1c Mouth1a Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,Joe Pisarcik,QB,new-york-giants,Head3a Eyes1c Hair3k Beard3b Eyebrows3a Nose3c Mouth3b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,light
spine,John Mendenhall,DT,new-york-giants,Head5c Eyes1e Hair1r2 Beard1f1 Eyebrows1a Nose5b Mouth5b Glasses1e Clothes2,"PSKI 1 bimodal -> abstain, league prior",0.00,PHCL NFL79,dark
spine,John Skorupan,OLB,new-york-giants,Head2a Eyes1d Hair3d Beard3b Eyebrows3b Nose2c Mouth2a Glasses1e Clothes1,archive all-time tiebreak,1.00,PHCL NFL79,light
spine,Johnny Perkins,WR,new-york-giants,Head5a Eyes1e Hair1n Beard1a Eyebrows1a Nose5b Mouth5b Glasses1e Clothes2,archive era-majority,1.00,PHCL NFL79,dark
spine,Keith Eck,C,new-york-giants,Head3a Eyes1c Hair2b Beard2a Eyebrows2b Nose3d Mouth3a Glasses1e Clothes1,NFL79 PSKI 0 (73%),0.73,PHCL NFL79,light
spine,Ken Johnson,RB,new-york-giants,Head4a Eyes1a Hair1e Beard1f1 Eyebrows1b Nose4a Mouth4a Glasses1e Clothes1,archive era-majority,1.00,PHCL NFL79,dark
spine,Loaird McCreary,WR,new-york-giants,Head5a Eyes1c Hair1m Beard1c Eyebrows1b Nose5d Mouth5a Glasses1e Clothes2,NFL79 PSKI 2 (73%),0.73,PHCL NFL79,dark
spine,Mike McCoy,DT,new-york-giants,Head5d Eyes1a Hair5k Beard5a Eyebrows5a Nose5d Mouth5b Glasses1e Clothes2,archive era-majority,0.75,PHCL NFL79,dark
spine,Odis McKinney,CB,new-york-giants,Head5a Eyes1e Hair1j Beard1e Eyebrows1a Nose5b Mouth5b Glasses1e Clothes2,registry-1986 family,1.00,registry-1986 (whole),dark
spine,Phil Simms,QB,new-york-giants,Head1a Eyes1c Hair4g Beard4g Eyebrows4b Nose1b Mouth1b Glasses1e Clothes1,registry-1986 family,1.00,registry-1986 (whole),light
spine,Philip Tabor,DE,new-york-giants,Head5a Eyes1b Hair2f Beard2d Eyebrows2b Nose5a Mouth5b Glasses1e Clothes1,no source -> league prior,0.00,generated,dark
